Feature,subject_id,Condition_encoded,Fitted,Residuals
counts_CAP-1,903,1,24.04820664499157,2.95179335500843
counts_CAP-1,904,1,22.80789214300863,1.1921078569913703
counts_CAP-1,905,1,23.85633160975603,-4.85633160975603
counts_CAP-1,911,1,21.03017621977395,-3.0301762197739492
counts_CAP-1,912,1,23.713621470127627,8.286378529872373
counts_CAP-1,918,1,22.48502618719263,-3.4850261871926307
counts_CAP-1,925,1,24.613966645243657,11.386033354756343
counts_CAP-1,927,1,24.001297229528156,-4.001297229528156
counts_CAP-1,930,1,25.84977345005848,8.150226549941522
counts_CAP-1,941,1,24.770752330274405,3.229247669725595
counts_CAP-1,947,1,24.106830053716504,4.893169946283496
counts_CAP-1,955,1,23.510065054144732,-0.5100650541447322
counts_CAP-1,961,1,22.886972607354494,10.113027392645506
counts_CAP-1,962,1,21.890914883112806,-3.8909148831128064
counts_CAP-1,963,1,24.11948694793141,10.88051305206859
counts_CAP-1,964,1,23.066391296229327,-2.0663912962293267
counts_CAP-1,965,1,23.160476601980385,2.8395233980196153
counts_CAP-1,970,1,23.31720311883273,-0.31720311883272956
counts_CAP-1,980,1,23.103631452474303,-5.103631452474303
counts_CAP-1,983,1,22.943489583189738,7.056510416810262
counts_CAP-1,990,1,23.29209855097851,12.707901449021492
counts_CAP-1,1003,1,24.170417956084364,8.829582043915636
counts_CAP-1,1004,1,22.74336334726687,3.2566366527331283
counts_CAP-1,1005,1,21.740450765646194,-4.7404507656461945
counts_CAP-1,1013,1,22.81442703877586,-5.814427038775861
counts_CAP-1,1017,1,22.86729789832114,-4.867297898321141
counts_CAP-1,1018,1,22.925930417628116,-6.925930417628116
counts_CAP-1,1019,1,24.28800228001128,5.7119977199887195
counts_CAP-1,1023,1,22.64784626781656,2.3521537321834387
counts_CAP-1,1026,1,22.091464119884193,1.9085358801158065
counts_CAP-1,1044,1,22.044224727271956,-8.044224727271956
counts_CAP-1,1045,1,24.181733805828774,6.818266194171226
counts_CAP-1,1046,1,23.460874758518383,-2.4608747585183828
counts_CAP-1,1047,1,22.49521058644401,-7.49521058644401
counts_CAP-1,1048,1,22.036687286557875,-6.036687286557875
counts_CAP-1,1049,1,22.75476193976516,-4.75476193976516
counts_CAP-1,1056,1,20.638801130329917,-3.6388011303299166
counts_CAP-1,1057,1,23.523091858956263,1.4769081410437366
counts_CAP-1,22,0,24.658083920051613,-3.658083920051613
counts_CAP-1,24,0,21.734070648056367,0.2659293519436332
counts_CAP-1,26,0,22.474580374212106,-2.474580374212106
counts_CAP-1,30,0,22.388097891945666,-1.388097891945666
counts_CAP-1,36,0,21.796805939583827,-6.796805939583827
counts_CAP-1,38,0,26.411587673091763,15.588412326908237
counts_CAP-1,46,0,20.74853598472936,-10.748535984729362
counts_CAP-1,55,0,23.24434011063357,-6.244340110633569
counts_CAP-1,156,0,19.19236749774133,-1.1923674977413299
counts_CAP-1,158,0,22.567581092599955,-2.567581092599955
counts_CAP-1,161,0,23.59879986522512,3.4012001347748786
counts_CAP-1,170,0,22.87066109521963,-0.8706610952196314
counts_CAP-1,174,0,20.443111841844445,-7.443111841844445
counts_CAP-1,181,0,23.483604138146838,-3.4836041381468377
counts_CAP-1,182,0,24.06698051595572,-8.06698051595572
counts_CAP-1,189,0,23.091677790514943,-3.091677790514943
counts_CAP-1,192,0,22.21431270414784,-8.21431270414784
counts_CAP-1,207,0,23.211820629016362,2.788179370983638
counts_CAP-1,210,0,22.821096619446998,-3.8210966194469975
counts_CAP-1,224,0,22.365939887949295,-4.365939887949295
counts_CAP-1,229,0,24.136733252847907,2.8632667471520925
counts_CAP-1,230,0,22.11119359070285,-3.1111935907028503
counts_CAP-1,249,0,22.44289994058017,1.557100059419831
counts_CAP-1,272,0,23.35196284217735,3.6480371578226496
