Group,CAP,ROI,TemplateValue
All Subjects,CAP-5,A41/42_l,-0.5178964734077454
All Subjects,CAP-6,A41/42_l,-0.4190346300601959
All Subjects,CAP-7,A41/42_l,0.3360121250152588
All Subjects,CAP-1,A41/42_r,0.15305884182453156
All Subjects,CAP-2,A41/42_r,0.2358221560716629
All Subjects,CAP-3,A41/42_r,-0.3562532365322113
All Subjects,CAP-4,A41/42_r,0.46569719910621643
All Subjects,CAP-5,A41/42_r,-0.4416045844554901
All Subjects,CAP-6,A41/42_r,-0.42879143357276917
All Subjects,CAP-7,A41/42_r,0.37163057923316956
All Subjects,CAP-1,TE1.0/TE1.2_l,0.27622711658477783
All Subjects,CAP-2,TE1.0/TE1.2_l,0.19547301530838013
All Subjects,CAP-3,TE1.0/TE1.2_l,-0.40793392062187195
All Subjects,CAP-4,TE1.0/TE1.2_l,0.5606334209442139
All Subjects,CAP-5,TE1.0/TE1.2_l,-0.5147629976272583
All Subjects,CAP-6,TE1.0/TE1.2_l,-0.5043719410896301
All Subjects,CAP-7,TE1.0/TE1.2_l,0.40355896949768066
All Subjects,CAP-1,TE1.0/TE1.2_r,0.22928404808044434
All Subjects,CAP-2,TE1.0/TE1.2_r,0.16173313558101654
All Subjects,CAP-3,TE1.0/TE1.2_r,-0.3632366955280304
All Subjects,CAP-4,TE1.0/TE1.2_r,0.6497376561164856
All Subjects,CAP-5,TE1.0/TE1.2_r,-0.6020593047142029
All Subjects,CAP-6,TE1.0/TE1.2_r,-0.5481441617012024
All Subjects,CAP-7,TE1.0/TE1.2_r,0.47438567876815796
All Subjects,CAP-1,A22c_l,0.5108938217163086
All Subjects,CAP-2,A22c_l,-0.06303102523088455
All Subjects,CAP-3,A22c_l,-0.28259679675102234
All Subjects,CAP-4,A22c_l,0.01263781264424324
All Subjects,CAP-5,A22c_l,-0.08264609426259995
All Subjects,CAP-6,A22c_l,-0.47524040937423706
All Subjects,CAP-7,A22c_l,0.3814828395843506
All Subjects,CAP-1,A22c_r,0.3600296080112457
All Subjects,CAP-2,A22c_r,0.11061219871044159
All Subjects,CAP-3,A22c_r,-0.3276207745075226
All Subjects,CAP-4,A22c_r,0.30914634466171265
All Subjects,CAP-5,A22c_r,-0.3469995856285095
All Subjects,CAP-6,A22c_r,-0.3712952733039856
All Subjects,CAP-7,A22c_r,0.29328957200050354
All Subjects,CAP-1,A38l_l,0.4310302138328552
All Subjects,CAP-2,A38l_l,-0.003281212877482176
All Subjects,CAP-3,A38l_l,-0.3331839144229889
All Subjects,CAP-4,A38l_l,-0.13380321860313416
All Subjects,CAP-5,A38l_l,0.12214291095733643
All Subjects,CAP-6,A38l_l,-0.5466511845588684
All Subjects,CAP-7,A38l_l,0.4228139817714691
All Subjects,CAP-1,A38l_r,0.4068548381328583
All Subjects,CAP-2,A38l_r,0.08481685072183609
All Subjects,CAP-3,A38l_r,-0.3894284963607788
All Subjects,CAP-4,A38l_r,-0.1881713569164276
All Subjects,CAP-5,A38l_r,0.1569220870733261
All Subjects,CAP-6,A38l_r,-0.5441879630088806
All Subjects,CAP-7,A38l_r,0.43082115054130554
All Subjects,CAP-1,A22r_l,0.5304633975028992
All Subjects,CAP-2,A22r_l,0.07609887421131134
All Subjects,CAP-3,A22r_l,-0.441106379032135
All Subjects,CAP-4,A22r_l,-0.3133239150047302
All Subjects,CAP-5,A22r_l,0.27834150195121765
All Subjects,CAP-6,A22r_l,-0.4478592872619629
All Subjects,CAP-7,A22r_l,0.29982683062553406
All Subjects,CAP-1,A22r_r,0.43336376547813416
All Subjects,CAP-2,A22r_r,0.07483872771263123
All Subjects,CAP-3,A22r_r,-0.34834977984428406
All Subjects,CAP-4,A22r_r,-0.10415247827768326
All Subjects,CAP-5,A22r_r,0.047573789954185486
All Subjects,CAP-6,A22r_r,-0.45420041680336
All Subjects,CAP-7,A22r_r,0.3348856568336487
All Subjects,CAP-1,A21c_l,0.15034985542297363
All Subjects,CAP-2,A21c_l,-0.20621930062770844
All Subjects,CAP-3,A21c_l,0.1131916493177414
All Subjects,CAP-4,A21c_l,-1.0357681512832642
All Subjects,CAP-5,A21c_l,0.942431628704071
All Subjects,CAP-6,A21c_l,-0.3754320442676544
All Subjects,CAP-7,A21c_l,0.2572970688343048
All Subjects,CAP-1,A21c_r,-0.1800093650817871
All Subjects,CAP-2,A21c_r,-0.13381771743297577
All Subjects,CAP-3,A21c_r,0.2672075927257538
All Subjects,CAP-4,A21c_r,-0.8989320993423462
All Subjects,CAP-5,A21c_r,0.8283289074897766
All Subjects,CAP-6,A21c_r,-0.28494125604629517
All Subjects,CAP-7,A21c_r,0.22243711352348328
All Subjects,CAP-1,A21r_l,0.3797767758369446
All Subjects,CAP-2,A21r_l,0.014007518999278545
All Subjects,CAP-3,A21r_l,-0.29332929849624634
All Subjects,CAP-4,A21r_l,-0.9588932991027832
All Subjects,CAP-5,A21r_l,0.8906437754631042
All Subjects,CAP-6,A21r_l,-0.482744038105011
All Subjects,CAP-7,A21r_l,0.34022778272628784
All Subjects,CAP-1,A21r_r,0.2450975924730301
All Subjects,CAP-2,A21r_r,0.13283054530620575
All Subjects,CAP-3,A21r_r,-0.3383501172065735
All Subjects,CAP-4,A21r_r,-0.9151619076728821
All Subjects,CAP-5,A21r_r,0.8798017501831055
All Subjects,CAP-6,A21r_r,-0.5075636506080627
All Subjects,CAP-7,A21r_r,0.3740529417991638
All Subjects,CAP-1,A37dl_l,0.3284231722354889
All Subjects,CAP-2,A37dl_l,-0.23256021738052368
All Subjects,CAP-3,A37dl_l,-0.034801315516233444
All Subjects,CAP-4,A37dl_l,0.014404968358576298
All Subjects,CAP-5,A37dl_l,-0.021313371136784554
All Subjects,CAP-6,A37dl_l,-0.13369812071323395
All Subjects,CAP-7,A37dl_l,0.10410290956497192
All Subjects,CAP-1,A37dl_r,0.11546819657087326
All Subjects,CAP-2,A37dl_r,-0.035897932946681976
All Subjects,CAP-3,A37dl_r,-0.08202879875898361
All Subjects,CAP-4,A37dl_r,0.18043740093708038
All Subjects,CAP-5,A37dl_r,-0.14223748445510864
All Subjects,CAP-6,A37dl_r,-0.027614876627922058
All Subjects,CAP-7,A37dl_r,0.022008711472153664
All Subjects,CAP-1,aSTS_l,0.30275288224220276
All Subjects,CAP-2,aSTS_l,0.003908240702003241
All Subjects,CAP-3,aSTS_l,-0.22479547560214996
All Subjects,CAP-4,aSTS_l,-0.9910068511962891
All Subjects,CAP-5,aSTS_l,0.9141445755958557
All Subjects,CAP-6,aSTS_l,-0.5090623497962952
All Subjects,CAP-7,aSTS_l,0.37106651067733765
All Subjects,CAP-1,aSTS_r,0.09196928143501282
All Subjects,CAP-2,aSTS_r,0.19673272967338562
All Subjects,CAP-3,aSTS_r,-0.30099374055862427
All Subjects,CAP-4,aSTS_r,-0.7863483428955078
All Subjects,CAP-5,aSTS_r,0.7574936747550964
All Subjects,CAP-6,aSTS_r,-0.5501520037651062
All Subjects,CAP-7,aSTS_r,0.44283923506736755
All Subjects,CAP-1,A20iv_l,0.1362028419971466
All Subjects,CAP-2,A20iv_l,-0.11407335102558136
All Subjects,CAP-3,A20iv_l,0.013884393498301506
All Subjects,CAP-4,A20iv_l,0.030138524249196053
All Subjects,CAP-5,A20iv_l,-0.050107888877391815
All Subjects,CAP-6,A20iv_l,0.07334348559379578
All Subjects,CAP-7,A20iv_l,-0.04940727725625038
All Subjects,CAP-1,A20iv_r,0.1831768900156021
All Subjects,CAP-2,A20iv_r,-0.06815648078918457
All Subjects,CAP-3,A20iv_r,-0.09597118198871613
All Subjects,CAP-4,A20iv_r,0.028454432263970375
All Subjects,CAP-5,A20iv_r,-0.01884816773235798
All Subjects,CAP-6,A20iv_r,-0.18573172390460968
All Subjects,CAP-7,A20iv_r,0.15433040261268616
All Subjects,CAP-1,A37elv_l,0.06777262687683105
All Subjects,CAP-2,A37elv_l,-0.2754780650138855
All Subjects,CAP-3,A37elv_l,0.3002486228942871
All Subjects,CAP-4,A37elv_l,0.08749018609523773
All Subjects,CAP-5,A37elv_l,-0.16363999247550964
All Subjects,CAP-6,A37elv_l,0.6536824703216553
All Subjects,CAP-7,A37elv_l,-0.5306970477104187
All Subjects,CAP-1,A37elv_r,-0.04610515385866165
All Subjects,CAP-2,A37elv_r,-0.09420354664325714
All Subjects,CAP-3,A37elv_r,0.1814652979373932
All Subjects,CAP-4,A37elv_r,0.08529361337423325
All Subjects,CAP-5,A37elv_r,-0.12202796339988708
All Subjects,CAP-6,A37elv_r,0.6369174122810364
All Subjects,CAP-7,A37elv_r,-0.5173701643943787
All Subjects,CAP-1,A20r_l,0.4087413549423218
All Subjects,CAP-2,A20r_l,-0.12259767204523087
All Subjects,CAP-3,A20r_l,-0.19343790411949158
All Subjects,CAP-4,A20r_l,-0.1687590628862381
All Subjects,CAP-5,A20r_l,0.13479217886924744
All Subjects,CAP-6,A20r_l,-0.3993481397628784
All Subjects,CAP-7,A20r_l,0.3179570734500885
All Subjects,CAP-1,A20r_r,0.31723010540008545
All Subjects,CAP-2,A20r_r,-0.06496596336364746
All Subjects,CAP-3,A20r_r,-0.1872980296611786
All Subjects,CAP-4,A20r_r,-0.020041517913341522
All Subjects,CAP-5,A20r_r,0.007662786170840263
All Subjects,CAP-6,A20r_r,-0.32573866844177246
All Subjects,CAP-7,A20r_r,0.2641259431838989
All Subjects,CAP-1,A20il_l,0.17702911794185638
All Subjects,CAP-2,A20il_l,-0.14273139834403992
All Subjects,CAP-3,A20il_l,-0.005432589445263147
All Subjects,CAP-4,A20il_l,-0.8035393953323364
All Subjects,CAP-5,A20il_l,0.7476959228515625
All Subjects,CAP-6,A20il_l,-0.40389886498451233
All Subjects,CAP-7,A20il_l,0.3034314215183258
All Subjects,CAP-1,A20il_r,0.07149306684732437
All Subjects,CAP-2,A20il_r,-0.03190929815173149
All Subjects,CAP-3,A20il_r,-0.046475548297166824
All Subjects,CAP-4,A20il_r,-0.5906380414962769
All Subjects,CAP-5,A20il_r,0.5690138936042786
All Subjects,CAP-6,A20il_r,-0.3528040945529938
All Subjects,CAP-7,A20il_r,0.2687786817550659
All Subjects,CAP-1,A37vl_l,0.10534939169883728
All Subjects,CAP-2,A37vl_l,-0.3588133156299591
All Subjects,CAP-3,A37vl_l,0.31194716691970825
All Subjects,CAP-4,A37vl_l,0.2645341455936432
All Subjects,CAP-5,A37vl_l,-0.3081718385219574
All Subjects,CAP-6,A37vl_l,0.36955565214157104
All Subjects,CAP-7,A37vl_l,-0.2843833565711975
All Subjects,CAP-1,A37vl_r,0.12638342380523682
All Subjects,CAP-2,A37vl_r,-0.20793265104293823
All Subjects,CAP-3,A37vl_r,0.16647888720035553
All Subjects,CAP-4,A37vl_r,0.4638493061065674
All Subjects,CAP-5,A37vl_r,-0.4929737150669098
All Subjects,CAP-6,A37vl_r,0.5570966005325317
All Subjects,CAP-7,A37vl_r,-0.4452202618122101
All Subjects,CAP-1,A20cl_l,-0.030299970880150795
All Subjects,CAP-2,A20cl_l,-0.34992024302482605
All Subjects,CAP-3,A20cl_l,0.41964539885520935
All Subjects,CAP-4,A20cl_l,-0.6738632321357727
All Subjects,CAP-5,A20cl_l,0.5744678974151611
All Subjects,CAP-6,A20cl_l,-0.04627632722258568
All Subjects,CAP-7,A20cl_l,0.00758907338604331
All Subjects,CAP-1,A20cl_r,-0.22662626206874847
All Subjects,CAP-2,A20cl_r,-0.2875865697860718
All Subjects,CAP-3,A20cl_r,0.490940123796463
All Subjects,CAP-4,A20cl_r,-0.3289414644241333
All Subjects,CAP-5,A20cl_r,0.2722037434577942
All Subjects,CAP-6,A20cl_r,0.10590063780546188
All Subjects,CAP-7,A20cl_r,-0.0971812829375267
All Subjects,CAP-1,A20cv_l,-0.041804589331150055
All Subjects,CAP-2,A20cv_l,-0.1899973750114441
All Subjects,CAP-3,A20cv_l,0.19994565844535828
All Subjects,CAP-4,A20cv_l,-0.2565745711326599
All Subjects,CAP-5,A20cv_l,0.23279969394207
All Subjects,CAP-6,A20cv_l,0.0603967010974884
All Subjects,CAP-7,A20cv_l,-0.030583243817090988
All Subjects,CAP-1,A20cv_r,-0.15444518625736237
All Subjects,CAP-2,A20cv_r,-0.0666675865650177
All Subjects,CAP-3,A20cv_r,0.17281369864940643
All Subjects,CAP-4,A20cv_r,-0.05391061678528786
All Subjects,CAP-5,A20cv_r,0.05549851432442665
All Subjects,CAP-6,A20cv_r,0.1221526563167572
All Subjects,CAP-7,A20cv_r,-0.08816014230251312
All Subjects,CAP-1,A20rv_l,0.3189051151275635
All Subjects,CAP-2,A20rv_l,0.03509507328271866
All Subjects,CAP-3,A20rv_l,-0.27108845114707947
All Subjects,CAP-4,A20rv_l,0.03928162902593613
All Subjects,CAP-5,A20rv_l,-0.05877796560525894
All Subjects,CAP-6,A20rv_l,-0.013293389230966568
All Subjects,CAP-7,A20rv_l,0.018836410716176033
All Subjects,CAP-1,A20rv_r,0.28284576535224915
All Subjects,CAP-2,A20rv_r,0.055748000741004944
All Subjects,CAP-3,A20rv_r,-0.2602378726005554
All Subjects,CAP-4,A20rv_r,0.10160215944051743
All Subjects,CAP-5,A20rv_r,-0.11871152371168137
All Subjects,CAP-6,A20rv_r,-0.008718878030776978
All Subjects,CAP-7,A20rv_r,0.01680002547800541
All Subjects,CAP-1,A37mv_l,0.3706616461277008
All Subjects,CAP-2,A37mv_l,0.1708790510892868
All Subjects,CAP-3,A37mv_l,-0.3447365462779999
All Subjects,CAP-4,A37mv_l,0.18936872482299805
All Subjects,CAP-5,A37mv_l,-0.27541884779930115
All Subjects,CAP-6,A37mv_l,0.8474563360214233
All Subjects,CAP-7,A37mv_l,-0.6785975694656372
All Subjects,CAP-1,A37mv_r,0.40913742780685425
All Subjects,CAP-2,A37mv_r,0.1571207344532013
All Subjects,CAP-3,A37mv_r,-0.3514181673526764
All Subjects,CAP-4,A37mv_r,0.19954368472099304
All Subjects,CAP-5,A37mv_r,-0.29226887226104736
All Subjects,CAP-6,A37mv_r,0.8304983377456665
All Subjects,CAP-7,A37mv_r,-0.6695759892463684
All Subjects,CAP-1,A37lv_l,0.33723899722099304
All Subjects,CAP-2,A37lv_l,-0.04975300282239914
All Subjects,CAP-3,A37lv_l,-0.11618291586637497
All Subjects,CAP-4,A37lv_l,0.23180170357227325
All Subjects,CAP-5,A37lv_l,-0.3077232241630554
All Subjects,CAP-6,A37lv_l,0.6552220582962036
All Subjects,CAP-7,A37lv_l,-0.529498279094696
All Subjects,CAP-1,A37lv_r,0.31547313928604126
All Subjects,CAP-2,A37lv_r,0.09677357226610184
All Subjects,CAP-3,A37lv_r,-0.24426136910915375
All Subjects,CAP-4,A37lv_r,0.20608752965927124
All Subjects,CAP-5,A37lv_r,-0.2555210292339325
All Subjects,CAP-6,A37lv_r,0.6603266596794128
All Subjects,CAP-7,A37lv_r,-0.5584295392036438
All Subjects,CAP-1,A35/36r_l,0.21093572676181793
All Subjects,CAP-2,A35/36r_l,-0.02158968150615692
All Subjects,CAP-3,A35/36r_l,-0.1648046225309372
All Subjects,CAP-4,A35/36r_l,-0.005996411666274071
All Subjects,CAP-5,A35/36r_l,0.010605325922369957
All Subjects,CAP-6,A35/36r_l,-0.2535281479358673
All Subjects,CAP-7,A35/36r_l,0.21418628096580505
All Subjects,CAP-1,A35/36r_r,0.14307476580142975
All Subjects,CAP-2,A35/36r_r,0.044451989233493805
All Subjects,CAP-3,A35/36r_r,-0.16324998438358307
All Subjects,CAP-4,A35/36r_r,-0.02656249701976776
All Subjects,CAP-5,A35/36r_r,0.04282364994287491
All Subjects,CAP-6,A35/36r_r,-0.26068633794784546
All Subjects,CAP-7,A35/36r_r,0.19219708442687988
All Subjects,CAP-1,A35/36c_l,-0.1363503485918045
All Subjects,CAP-2,A35/36c_l,0.2564927637577057
All Subjects,CAP-3,A35/36c_l,-0.1586543172597885
All Subjects,CAP-4,A35/36c_l,-0.05128925293684006
All Subjects,CAP-5,A35/36c_l,0.09030916541814804
All Subjects,CAP-6,A35/36c_l,0.17496751248836517
All Subjects,CAP-7,A35/36c_l,-0.1576312929391861
All Subjects,CAP-1,A35/36c_r,-0.07520046085119247
All Subjects,CAP-2,A35/36c_r,0.21286995708942413
All Subjects,CAP-3,A35/36c_r,-0.14566569030284882
All Subjects,CAP-4,A35/36c_r,-0.026379289105534554
All Subjects,CAP-5,A35/36c_r,0.04619447514414787
All Subjects,CAP-6,A35/36c_r,0.21737395226955414
All Subjects,CAP-7,A35/36c_r,-0.19052435457706451
All Subjects,CAP-1,TL_l,0.05490144342184067
All Subjects,CAP-2,TL_l,0.32657453417778015
All Subjects,CAP-3,TL_l,-0.3444872498512268
All Subjects,CAP-4,TL_l,-0.3222845196723938
All Subjects,CAP-5,TL_l,0.3228910565376282
All Subjects,CAP-6,TL_l,0.1358320415019989
All Subjects,CAP-7,TL_l,-0.1463034451007843
All Subjects,CAP-1,TL_r,0.1026172786951065
All Subjects,CAP-2,TL_r,0.3068859577178955
All Subjects,CAP-3,TL_r,-0.33921703696250916
All Subjects,CAP-4,TL_r,-0.2088867723941803
All Subjects,CAP-5,TL_r,0.1953117698431015
All Subjects,CAP-6,TL_r,0.19726374745368958
All Subjects,CAP-7,TL_r,-0.1962990015745163
All Subjects,CAP-1,A28/34_l,-0.029371699318289757
All Subjects,CAP-2,A28/34_l,0.11929752677679062
All Subjects,CAP-3,A28/34_l,-0.1178344190120697
All Subjects,CAP-4,A28/34_l,-0.1984238475561142
All Subjects,CAP-5,A28/34_l,0.2170196771621704
All Subjects,CAP-6,A28/34_l,-0.06059470400214195
All Subjects,CAP-7,A28/34_l,0.041103657335042953
All Subjects,CAP-1,A28/34_r,9.127149678533897e-05
All Subjects,CAP-2,A28/34_r,0.0995945930480957
All Subjects,CAP-3,A28/34_r,-0.11361213773488998
All Subjects,CAP-4,A28/34_r,-0.14361795783042908
All Subjects,CAP-5,A28/34_r,0.166294664144516
All Subjects,CAP-6,A28/34_r,-0.07802903652191162
All Subjects,CAP-7,A28/34_r,0.04409715160727501
All Subjects,CAP-1,TI_l,0.21831367909908295
All Subjects,CAP-2,TI_l,0.02014055848121643
All Subjects,CAP-3,TI_l,-0.18749529123306274
All Subjects,CAP-4,TI_l,-0.02811208926141262
All Subjects,CAP-5,TI_l,0.01901860721409321
All Subjects,CAP-6,TI_l,-0.24234288930892944
All Subjects,CAP-7,TI_l,0.19276650249958038
All Subjects,CAP-1,TI_r,0.09714977443218231
All Subjects,CAP-2,TI_r,0.07539276033639908
All Subjects,CAP-3,TI_r,-0.17680814862251282
All Subjects,CAP-4,TI_r,-0.02471231296658516
All Subjects,CAP-5,TI_r,0.037877947092056274
All Subjects,CAP-6,TI_r,-0.22841832041740417
All Subjects,CAP-7,TI_r,0.1965225636959076
All Subjects,CAP-1,TH_l,0.1086699441075325
All Subjects,CAP-2,TH_l,0.37956473231315613
All Subjects,CAP-3,TH_l,-0.4159610867500305
All Subjects,CAP-4,TH_l,-0.10625787824392319
All Subjects,CAP-5,TH_l,0.08276399970054626
All Subjects,CAP-6,TH_l,0.3631860017776489
All Subjects,CAP-7,TH_l,-0.2999558448791504
All Subjects,CAP-1,TH_r,0.12089318782091141
All Subjects,CAP-2,TH_r,0.3326549828052521
All Subjects,CAP-3,TH_r,-0.38387924432754517
All Subjects,CAP-4,TH_r,-0.07169803977012634
All Subjects,CAP-5,TH_r,0.06088559702038765
All Subjects,CAP-6,TH_r,0.30618247389793396
All Subjects,CAP-7,TH_r,-0.2644796371459961
All Subjects,CAP-1,rpSTS_l,0.4907444715499878
All Subjects,CAP-2,rpSTS_l,-0.1800239086151123
All Subjects,CAP-3,rpSTS_l,-0.1462721973657608
All Subjects,CAP-4,rpSTS_l,-0.31819266080856323
All Subjects,CAP-5,rpSTS_l,0.219855397939682
All Subjects,CAP-6,rpSTS_l,-0.403635174036026
All Subjects,CAP-7,rpSTS_l,0.31338849663734436
All Subjects,CAP-1,rpSTS_r,0.2515377700328827
All Subjects,CAP-2,rpSTS_r,-0.024264438077807426
All Subjects,CAP-3,rpSTS_r,-0.1961153745651245
All Subjects,CAP-4,rpSTS_r,-0.16260409355163574
All Subjects,CAP-5,rpSTS_r,0.14112350344657898
All Subjects,CAP-6,rpSTS_r,-0.4269580841064453
All Subjects,CAP-7,rpSTS_r,0.3687748610973358
All Subjects,CAP-1,cpSTS_l,0.3380539119243622
All Subjects,CAP-2,cpSTS_l,-0.07282452285289764
All Subjects,CAP-3,cpSTS_l,-0.18749481439590454
All Subjects,CAP-4,cpSTS_l,0.02904977649450302
All Subjects,CAP-5,cpSTS_l,-0.039517007768154144
All Subjects,CAP-6,cpSTS_l,-0.2868928015232086
All Subjects,CAP-7,cpSTS_l,0.22509808838367462
All Subjects,CAP-1,cpSTS_r,0.1993541717529297
All Subjects,CAP-2,cpSTS_r,0.10250604897737503
All Subjects,CAP-3,cpSTS_r,-0.2950577735900879
All Subjects,CAP-4,cpSTS_r,0.271045058965683
All Subjects,CAP-5,cpSTS_r,-0.23466011881828308
All Subjects,CAP-6,cpSTS_r,-0.21927225589752197
All Subjects,CAP-7,cpSTS_r,0.2045438140630722
All Subjects,CAP-1,A7r_l,0.13562098145484924
All Subjects,CAP-2,A7r_l,-0.034059446305036545
All Subjects,CAP-3,A7r_l,-0.01144086942076683
All Subjects,CAP-4,A7r_l,0.6669802069664001
All Subjects,CAP-5,A7r_l,-0.640906810760498
All Subjects,CAP-6,A7r_l,0.6957147121429443
All Subjects,CAP-7,A7r_l,-0.5920314192771912
All Subjects,CAP-1,A7r_r,0.2369309514760971
All Subjects,CAP-2,A7r_r,-0.012429947033524513
All Subjects,CAP-3,A7r_r,-0.09905923157930374
All Subjects,CAP-4,A7r_r,0.7628431916236877
All Subjects,CAP-5,A7r_r,-0.7307157516479492
All Subjects,CAP-6,A7r_r,0.6497420072555542
All Subjects,CAP-7,A7r_r,-0.5698515176773071
All Subjects,CAP-1,A7c_l,-0.04413575679063797
All Subjects,CAP-2,A7c_l,-0.17229150235652924
All Subjects,CAP-3,A7c_l,0.28956854343414307
All Subjects,CAP-4,A7c_l,0.2743636667728424
All Subjects,CAP-5,A7c_l,-0.32284069061279297
All Subjects,CAP-6,A7c_l,0.9278570413589478
All Subjects,CAP-7,A7c_l,-0.7578622698783875
All Subjects,CAP-1,A7c_r,-0.04398966580629349
All Subjects,CAP-2,A7c_r,-0.14031527936458588
All Subjects,CAP-3,A7c_r,0.2424512803554535
All Subjects,CAP-4,A7c_r,0.4362773299217224
All Subjects,CAP-5,A7c_r,-0.46780720353126526
All Subjects,CAP-6,A7c_r,0.9613197445869446
All Subjects,CAP-7,A7c_r,-0.7679043412208557
All Subjects,CAP-1,A5l_l,0.30926504731178284
All Subjects,CAP-2,A5l_l,-0.3789302706718445
All Subjects,CAP-3,A5l_l,0.21479204297065735
All Subjects,CAP-4,A5l_l,0.6659844517707825
All Subjects,CAP-5,A5l_l,-0.6810808181762695
All Subjects,CAP-6,A5l_l,0.41462844610214233
All Subjects,CAP-7,A5l_l,-0.37109375
All Subjects,CAP-1,A5l_r,0.35663121938705444
All Subjects,CAP-2,A5l_r,-0.21111255884170532
All Subjects,CAP-3,A5l_r,0.004029296804219484
All Subjects,CAP-4,A5l_r,0.7613950371742249
All Subjects,CAP-5,A5l_r,-0.734946072101593
All Subjects,CAP-6,A5l_r,0.3103337585926056
All Subjects,CAP-7,A5l_r,-0.3107113838195801
All Subjects,CAP-1,A7pc_l,0.3494250774383545
All Subjects,CAP-2,A7pc_l,0.08464469760656357
All Subjects,CAP-3,A7pc_l,-0.3222125470638275
All Subjects,CAP-4,A7pc_l,0.8896068930625916
All Subjects,CAP-5,A7pc_l,-0.7878692746162415
All Subjects,CAP-6,A7pc_l,0.12109808623790741
All Subjects,CAP-7,A7pc_l,-0.17359580099582672
All Subjects,CAP-1,A7pc_r,0.3494645357131958
All Subjects,CAP-2,A7pc_r,0.1479838639497757
All Subjects,CAP-3,A7pc_r,-0.374001145362854
All Subjects,CAP-4,A7pc_r,0.8058542609214783
All Subjects,CAP-5,A7pc_r,-0.7159041166305542
All Subjects,CAP-6,A7pc_r,0.0075866952538490295
All Subjects,CAP-7,A7pc_r,-0.08735086023807526
All Subjects,CAP-1,A7ip_l,0.33670610189437866
All Subjects,CAP-2,A7ip_l,-0.3240695595741272
All Subjects,CAP-3,A7ip_l,0.18206407129764557
All Subjects,CAP-4,A7ip_l,0.3877866268157959
All Subjects,CAP-5,A7ip_l,-0.47427934408187866
All Subjects,CAP-6,A7ip_l,0.7211478352546692
All Subjects,CAP-7,A7ip_l,-0.6027595400810242
All Subjects,CAP-1,A7ip_r,0.23687751591205597
All Subjects,CAP-2,A7ip_r,-0.31569454073905945
All Subjects,CAP-3,A7ip_r,0.22488754987716675
All Subjects,CAP-4,A7ip_r,0.4617893695831299
All Subjects,CAP-5,A7ip_r,-0.5256373286247253
All Subjects,CAP-6,A7ip_r,0.6798534989356995
All Subjects,CAP-7,A7ip_r,-0.5552548766136169
All Subjects,CAP-1,A39c_l,-0.028936821967363358
All Subjects,CAP-2,A39c_l,0.003058637958019972
All Subjects,CAP-3,A39c_l,0.09634705632925034
All Subjects,CAP-4,A39c_l,-0.319650799036026
All Subjects,CAP-5,A39c_l,0.2621060311794281
All Subjects,CAP-6,A39c_l,0.6500247716903687
All Subjects,CAP-7,A39c_l,-0.5668443441390991
All Subjects,CAP-1,A39c_r,0.05282726511359215
All Subjects,CAP-2,A39c_r,0.2703212797641754
All Subjects,CAP-3,A39c_r,-0.2678343653678894
All Subjects,CAP-4,A39c_r,-0.10991336405277252
All Subjects,CAP-5,A39c_r,0.1102668046951294
All Subjects,CAP-6,A39c_r,0.4966525137424469
All Subjects,CAP-7,A39c_r,-0.4362325370311737
All Subjects,CAP-1,A39rd_l,-0.17160873115062714
All Subjects,CAP-2,A39rd_l,-0.4483606219291687
All Subjects,CAP-3,A39rd_l,0.6180264949798584
All Subjects,CAP-4,A39rd_l,-0.7157281637191772
All Subjects,CAP-5,A39rd_l,0.6239856481552124
All Subjects,CAP-6,A39rd_l,0.012006310746073723
All Subjects,CAP-7,A39rd_l,-0.0440792441368103
All Subjects,CAP-1,A39rd_r,-0.39638131856918335
All Subjects,CAP-2,A39rd_r,-0.19152869284152985
All Subjects,CAP-3,A39rd_r,0.5200617909431458
All Subjects,CAP-4,A39rd_r,-0.5886752605438232
All Subjects,CAP-5,A39rd_r,0.5403090119361877
All Subjects,CAP-6,A39rd_r,0.23604153096675873
All Subjects,CAP-7,A39rd_r,-0.21628886461257935
All Subjects,CAP-1,A40rd_l,0.17517949640750885
All Subjects,CAP-2,A40rd_l,-0.4771634042263031
All Subjects,CAP-3,A40rd_l,0.3703364133834839
All Subjects,CAP-4,A40rd_l,0.7136039137840271
All Subjects,CAP-5,A40rd_l,-0.7104520797729492
All Subjects,CAP-6,A40rd_l,0.05652334913611412
All Subjects,CAP-7,A40rd_l,-0.05364633724093437
All Subjects,CAP-1,A40rd_r,0.017595425248146057
All Subjects,CAP-2,A40rd_r,-0.4285661578178406
All Subjects,CAP-3,A40rd_r,0.4378376305103302
All Subjects,CAP-4,A40rd_r,0.7177331447601318
All Subjects,CAP-5,A40rd_r,-0.7117821574211121
All Subjects,CAP-6,A40rd_r,0.14481857419013977
All Subjects,CAP-7,A40rd_r,-0.11092554777860641
All Subjects,CAP-1,A40c_l,-0.23247875273227692
All Subjects,CAP-2,A40c_l,-0.4350399374961853
All Subjects,CAP-3,A40c_l,0.5036656856536865
All Subjects,CAP-4,A40c_l,-0.24681542813777924
All Subjects,CAP-5,A40c_l,0.20695464313030243
All Subjects,CAP-6,A40c_l,-0.48867830634117126
All Subjects,CAP-7,A40c_l,0.5173563361167908
All Subjects,CAP-1,A40c_r,-0.5386340618133545
