Group,CAP,ROI,TemplateValue
All Subjects,CAP-2,A40c_r,-0.2006978690624237
All Subjects,CAP-3,A40c_r,0.44134119153022766
All Subjects,CAP-4,A40c_r,0.19623343646526337
All Subjects,CAP-5,A40c_r,-0.1319015920162201
All Subjects,CAP-6,A40c_r,-0.3354623317718506
All Subjects,CAP-7,A40c_r,0.4196484386920929
All Subjects,CAP-1,A39rv_l,0.07210256159305573
All Subjects,CAP-2,A39rv_l,0.09469325840473175
All Subjects,CAP-3,A39rv_l,-0.14307507872581482
All Subjects,CAP-4,A39rv_l,-1.0920833349227905
All Subjects,CAP-5,A39rv_l,1.064544439315796
All Subjects,CAP-6,A39rv_l,-0.2862933278083801
All Subjects,CAP-7,A39rv_l,0.14594775438308716
All Subjects,CAP-1,A39rv_r,-0.2458699494600296
All Subjects,CAP-2,A39rv_r,0.2656747102737427
All Subjects,CAP-3,A39rv_r,-0.13916903734207153
All Subjects,CAP-4,A39rv_r,-0.8853963613510132
All Subjects,CAP-5,A39rv_r,0.9172213673591614
All Subjects,CAP-6,A39rv_r,-0.3243647515773773
All Subjects,CAP-7,A39rv_r,0.2330625206232071
All Subjects,CAP-1,A40rv_l,0.1326424777507782
All Subjects,CAP-2,A40rv_l,0.008718113414943218
All Subjects,CAP-3,A40rv_l,-0.20790605247020721
All Subjects,CAP-4,A40rv_l,1.1165549755096436
All Subjects,CAP-5,A40rv_l,-0.9821054339408875
All Subjects,CAP-6,A40rv_l,-0.38951483368873596
All Subjects,CAP-7,A40rv_l,0.3694031238555908
All Subjects,CAP-1,A40rv_r,0.0901854932308197
All Subjects,CAP-2,A40rv_r,0.034876368939876556
All Subjects,CAP-3,A40rv_r,-0.21602539718151093
All Subjects,CAP-4,A40rv_r,1.1821401119232178
All Subjects,CAP-5,A40rv_r,-1.0257359743118286
All Subjects,CAP-6,A40rv_r,-0.3075246214866638
All Subjects,CAP-7,A40rv_r,0.30582714080810547
All Subjects,CAP-1,A7m_l,-0.4122111201286316
All Subjects,CAP-2,A7m_l,0.3481855094432831
All Subjects,CAP-3,A7m_l,-0.05097884684801102
All Subjects,CAP-4,A7m_l,-0.3193475902080536
All Subjects,CAP-5,A7m_l,0.4056166708469391
All Subjects,CAP-6,A7m_l,0.5091547966003418
All Subjects,CAP-7,A7m_l,-0.47355034947395325
All Subjects,CAP-1,A7m_r,-0.4389575123786926
All Subjects,CAP-2,A7m_r,0.3712124824523926
All Subjects,CAP-3,A7m_r,-0.06205563619732857
All Subjects,CAP-4,A7m_r,-0.04409632086753845
All Subjects,CAP-5,A7m_r,0.16015318036079407
All Subjects,CAP-6,A7m_r,0.5716872811317444
All Subjects,CAP-7,A7m_r,-0.5183883309364319
All Subjects,CAP-1,A5m_l,-0.12512391805648804
All Subjects,CAP-2,A5m_l,0.4650696814060211
All Subjects,CAP-3,A5m_l,-0.4235420823097229
All Subjects,CAP-4,A5m_l,0.6117832064628601
All Subjects,CAP-5,A5m_l,-0.472512423992157
All Subjects,CAP-6,A5m_l,0.2090691477060318
All Subjects,CAP-7,A5m_l,-0.16652154922485352
All Subjects,CAP-1,A5m_r,-0.1704021543264389
All Subjects,CAP-2,A5m_r,0.46002376079559326
All Subjects,CAP-3,A5m_r,-0.37601572275161743
All Subjects,CAP-4,A5m_r,0.6835188865661621
All Subjects,CAP-5,A5m_r,-0.5428658127784729
All Subjects,CAP-6,A5m_r,0.2883830666542053
All Subjects,CAP-7,A5m_r,-0.23169904947280884
All Subjects,CAP-1,dmPOS_l,-0.2793022096157074
All Subjects,CAP-2,dmPOS_l,0.5499444603919983
All Subjects,CAP-3,dmPOS_l,-0.34182262420654297
All Subjects,CAP-4,dmPOS_l,-0.46886271238327026
All Subjects,CAP-5,dmPOS_l,0.5384959578514099
All Subjects,CAP-6,dmPOS_l,0.2642329931259155
All Subjects,CAP-7,dmPOS_l,-0.28009557723999023
All Subjects,CAP-1,dmPOS_r,-0.2779148519039154
All Subjects,CAP-2,dmPOS_r,0.5853852033615112
All Subjects,CAP-3,dmPOS_r,-0.38012436032295227
All Subjects,CAP-4,dmPOS_r,-0.26969438791275024
All Subjects,CAP-5,dmPOS_r,0.3567647635936737
All Subjects,CAP-6,dmPOS_r,0.3764336109161377
All Subjects,CAP-7,dmPOS_r,-0.364940345287323
All Subjects,CAP-1,A31_l,-0.12882471084594727
All Subjects,CAP-2,A31_l,0.455598920583725
All Subjects,CAP-3,A31_l,-0.3657127320766449
All Subjects,CAP-4,A31_l,-1.0142956972122192
All Subjects,CAP-5,A31_l,1.062475323677063
All Subjects,CAP-6,A31_l,-0.14071790874004364
All Subjects,CAP-7,A31_l,0.0011554163647815585
All Subjects,CAP-1,A31_r,-0.3192088007926941
All Subjects,CAP-2,A31_r,0.5683075189590454
All Subjects,CAP-3,A31_r,-0.3583514094352722
All Subjects,CAP-4,A31_r,-0.8983277678489685
All Subjects,CAP-5,A31_r,0.9872685074806213
All Subjects,CAP-6,A31_r,-0.04966701567173004
All Subjects,CAP-7,A31_r,-0.0614546500146389
All Subjects,CAP-1,A1/2/3ulhf_l,0.6370542049407959
All Subjects,CAP-2,A1/2/3ulhf_l,0.046692103147506714
All Subjects,CAP-3,A1/2/3ulhf_l,-0.39669519662857056
All Subjects,CAP-4,A1/2/3ulhf_l,0.38832902908325195
All Subjects,CAP-5,A1/2/3ulhf_l,-0.4101162254810333
All Subjects,CAP-6,A1/2/3ulhf_l,-0.3290289640426636
All Subjects,CAP-7,A1/2/3ulhf_l,0.13649779558181763
All Subjects,CAP-1,A1/2/3ulhf_r,0.6051676273345947
All Subjects,CAP-2,A1/2/3ulhf_r,0.07820199429988861
All Subjects,CAP-3,A1/2/3ulhf_r,-0.4063708484172821
All Subjects,CAP-4,A1/2/3ulhf_r,0.3889463543891907
All Subjects,CAP-5,A1/2/3ulhf_r,-0.4155192971229553
All Subjects,CAP-6,A1/2/3ulhf_r,-0.33749082684516907
All Subjects,CAP-7,A1/2/3ulhf_r,0.155864417552948
All Subjects,CAP-1,A1/2/3tonIa_l,0.4344432055950165
All Subjects,CAP-2,A1/2/3tonIa_l,0.058500248938798904
All Subjects,CAP-3,A1/2/3tonIa_l,-0.37583377957344055
All Subjects,CAP-4,A1/2/3tonIa_l,0.7300437092781067
All Subjects,CAP-5,A1/2/3tonIa_l,-0.6625165939331055
All Subjects,CAP-6,A1/2/3tonIa_l,-0.49012765288352966
All Subjects,CAP-7,A1/2/3tonIa_l,0.34646451473236084
All Subjects,CAP-1,A1/2/3tonIa_r,0.40314316749572754
All Subjects,CAP-2,A1/2/3tonIa_r,0.09455430507659912
All Subjects,CAP-3,A1/2/3tonIa_r,-0.39439448714256287
All Subjects,CAP-4,A1/2/3tonIa_r,0.7629688382148743
All Subjects,CAP-5,A1/2/3tonIa_r,-0.6936708092689514
All Subjects,CAP-6,A1/2/3tonIa_r,-0.477021187543869
All Subjects,CAP-7,A1/2/3tonIa_r,0.3491401970386505
All Subjects,CAP-1,A2_l,0.5772258639335632
All Subjects,CAP-2,A2_l,-0.08653706312179565
All Subjects,CAP-3,A2_l,-0.2428058236837387
All Subjects,CAP-4,A2_l,0.42121613025665283
All Subjects,CAP-5,A2_l,-0.4259544014930725
All Subjects,CAP-6,A2_l,-0.046550773084163666
All Subjects,CAP-7,A2_l,-0.08105283975601196
All Subjects,CAP-1,A2_r,0.5986574292182922
All Subjects,CAP-2,A2_r,-0.05448835343122482
All Subjects,CAP-3,A2_r,-0.28762581944465637
All Subjects,CAP-4,A2_r,0.46794790029525757
All Subjects,CAP-5,A2_r,-0.4708455502986908
All Subjects,CAP-6,A2_r,-0.0674668699502945
All Subjects,CAP-7,A2_r,-0.06489074975252151
All Subjects,CAP-1,A1/2/3tru_l,0.37974438071250916
All Subjects,CAP-2,A1/2/3tru_l,0.2218366265296936
All Subjects,CAP-3,A1/2/3tru_l,-0.43181735277175903
All Subjects,CAP-4,A1/2/3tru_l,0.610643744468689
All Subjects,CAP-5,A1/2/3tru_l,-0.5594993829727173
All Subjects,CAP-6,A1/2/3tru_l,-0.2205580472946167
All Subjects,CAP-7,A1/2/3tru_l,0.07704105228185654
All Subjects,CAP-1,A1/2/3tru_r,0.3390762209892273
All Subjects,CAP-2,A1/2/3tru_r,0.25085484981536865
All Subjects,CAP-3,A1/2/3tru_r,-0.4317582845687866
All Subjects,CAP-4,A1/2/3tru_r,0.5907407999038696
All Subjects,CAP-5,A1/2/3tru_r,-0.5485337972640991
All Subjects,CAP-6,A1/2/3tru_r,-0.1312486082315445
All Subjects,CAP-7,A1/2/3tru_r,0.021871250122785568
All Subjects,CAP-1,G_l,0.12615340948104858
All Subjects,CAP-2,G_l,0.27572742104530334
All Subjects,CAP-3,G_l,-0.43152308464050293
All Subjects,CAP-4,G_l,0.6417808532714844
All Subjects,CAP-5,G_l,-0.5287371277809143
All Subjects,CAP-6,G_l,-0.5719956755638123
All Subjects,CAP-7,G_l,0.4658437669277191
All Subjects,CAP-1,G_r,0.08811808377504349
All Subjects,CAP-2,G_r,0.26541903614997864
All Subjects,CAP-3,G_r,-0.3941853642463684
All Subjects,CAP-4,G_r,0.6193198561668396
All Subjects,CAP-5,G_r,-0.5131869316101074
All Subjects,CAP-6,G_r,-0.5657542943954468
All Subjects,CAP-7,G_r,0.4703037142753601
All Subjects,CAP-1,vIa_l,-0.05675403028726578
All Subjects,CAP-2,vIa_l,0.18276618421077728
All Subjects,CAP-3,vIa_l,-0.2593994438648224
All Subjects,CAP-4,vIa_l,-0.12809011340141296
All Subjects,CAP-5,vIa_l,0.16187210381031036
All Subjects,CAP-6,vIa_l,-0.7399534583091736
All Subjects,CAP-7,vIa_l,0.691604733467102
All Subjects,CAP-1,vIa_r,-0.13199500739574432
All Subjects,CAP-2,vIa_r,0.2069462686777115
All Subjects,CAP-3,vIa_r,-0.21812495589256287
All Subjects,CAP-4,vIa_r,0.013261616230010986
All Subjects,CAP-5,vIa_r,0.044118482619524
All Subjects,CAP-6,vIa_r,-0.6222907304763794
All Subjects,CAP-7,vIa_r,0.5794357061386108
All Subjects,CAP-1,dIa_l,-0.24018645286560059
All Subjects,CAP-2,dIa_l,-0.1941545456647873
All Subjects,CAP-3,dIa_l,0.23833420872688293
All Subjects,CAP-4,dIa_l,0.6587096452713013
All Subjects,CAP-5,dIa_l,-0.5801820755004883
All Subjects,CAP-6,dIa_l,-0.5530399084091187
All Subjects,CAP-7,dIa_l,0.570328414440155
All Subjects,CAP-1,dIa_r,-0.30867597460746765
All Subjects,CAP-2,dIa_r,-0.0890018567442894
All Subjects,CAP-3,dIa_r,0.17273421585559845
All Subjects,CAP-4,dIa_r,0.7173391580581665
All Subjects,CAP-5,dIa_r,-0.6237764358520508
All Subjects,CAP-6,dIa_r,-0.5271360874176025
All Subjects,CAP-7,dIa_r,0.5638835430145264
All Subjects,CAP-1,vId/vIg_l,0.0009311489411629736
All Subjects,CAP-2,vId/vIg_l,0.16060736775398254
All Subjects,CAP-3,vId/vIg_l,-0.2913973927497864
All Subjects,CAP-4,vId/vIg_l,0.7991193532943726
All Subjects,CAP-5,vId/vIg_l,-0.678189218044281
All Subjects,CAP-6,vId/vIg_l,-0.4586839973926544
All Subjects,CAP-7,vId/vIg_l,0.4648474454879761
All Subjects,CAP-1,vId/vIg_r,-0.01026061736047268
All Subjects,CAP-2,vId/vIg_r,0.16553060710430145
All Subjects,CAP-3,vId/vIg_r,-0.30235525965690613
All Subjects,CAP-4,vId/vIg_r,0.8568492531776428
All Subjects,CAP-5,vId/vIg_r,-0.7190737128257751
All Subjects,CAP-6,vId/vIg_r,-0.45731931924819946
All Subjects,CAP-7,vId/vIg_r,0.4675920307636261
All Subjects,CAP-1,dIg_l,0.26539668440818787
All Subjects,CAP-2,dIg_l,0.014297932386398315
All Subjects,CAP-3,dIg_l,-0.2507774531841278
All Subjects,CAP-4,dIg_l,0.5832675099372864
All Subjects,CAP-5,dIg_l,-0.5159599184989929
All Subjects,CAP-6,dIg_l,-0.46565937995910645
All Subjects,CAP-7,dIg_l,0.3748815655708313
All Subjects,CAP-1,dIg_r,0.2853070795536041
All Subjects,CAP-2,dIg_r,0.09380608052015305
All Subjects,CAP-3,dIg_r,-0.33482351899147034
All Subjects,CAP-4,dIg_r,0.6182827949523926
All Subjects,CAP-5,dIg_r,-0.549611508846283
All Subjects,CAP-6,dIg_r,-0.4834839403629303
All Subjects,CAP-7,dIg_r,0.38313961029052734
All Subjects,CAP-1,dId_l,-0.03939938172698021
All Subjects,CAP-2,dId_l,0.004161646123975515
All Subjects,CAP-3,dId_l,-0.12786884605884552
All Subjects,CAP-4,dId_l,0.9421333074569702
All Subjects,CAP-5,dId_l,-0.8133196234703064
All Subjects,CAP-6,dId_l,-0.6072243452072144
All Subjects,CAP-7,dId_l,0.6050366759300232
All Subjects,CAP-1,dId_r,-0.054798856377601624
All Subjects,CAP-2,dId_r,0.02507905662059784
All Subjects,CAP-3,dId_r,-0.1446210891008377
All Subjects,CAP-4,dId_r,1.0040987730026245
All Subjects,CAP-5,dId_r,-0.8595879077911377
All Subjects,CAP-6,dId_r,-0.5581675171852112
All Subjects,CAP-7,dId_r,0.5649234056472778
All Subjects,CAP-1,A23d_l,-0.17978021502494812
All Subjects,CAP-2,A23d_l,0.3854481875896454
All Subjects,CAP-3,A23d_l,-0.26834118366241455
All Subjects,CAP-4,A23d_l,-1.0196218490600586
All Subjects,CAP-5,A23d_l,1.037787675857544
All Subjects,CAP-6,A23d_l,-0.26887407898902893
All Subjects,CAP-7,A23d_l,0.14912372827529907
All Subjects,CAP-1,A23d_r,-0.41743162274360657
All Subjects,CAP-2,A23d_r,0.47850948572158813
All Subjects,CAP-3,A23d_r,-0.21597662568092346
All Subjects,CAP-4,A23d_r,-0.8489556312561035
All Subjects,CAP-5,A23d_r,0.9107208847999573
All Subjects,CAP-6,A23d_r,-0.24635079503059387
All Subjects,CAP-7,A23d_r,0.1560133397579193
All Subjects,CAP-1,A24rv_l,-0.28146544098854065
All Subjects,CAP-2,A24rv_l,0.24514667689800262
All Subjects,CAP-3,A24rv_l,-0.15427260100841522
All Subjects,CAP-4,A24rv_l,0.09130535274744034
All Subjects,CAP-5,A24rv_l,-0.01932036504149437
All Subjects,CAP-6,A24rv_l,-0.5361276268959045
All Subjects,CAP-7,A24rv_l,0.5252670049667358
All Subjects,CAP-1,A24rv_r,-0.22940340638160706
All Subjects,CAP-2,A24rv_r,0.42498013377189636
All Subjects,CAP-3,A24rv_r,-0.3797511160373688
All Subjects,CAP-4,A24rv_r,-0.00574593897908926
All Subjects,CAP-5,A24rv_r,0.10287726670503616
All Subjects,CAP-6,A24rv_r,-0.6667674779891968
All Subjects,CAP-7,A24rv_r,0.6067784428596497
All Subjects,CAP-1,A32p_l,-0.3718838691711426
All Subjects,CAP-2,A32p_l,0.460175096988678
All Subjects,CAP-3,A32p_l,-0.3225344121456146
All Subjects,CAP-4,A32p_l,-0.20700742304325104
All Subjects,CAP-5,A32p_l,0.273578405380249
All Subjects,CAP-6,A32p_l,-0.7266185879707336
All Subjects,CAP-7,A32p_l,0.6995111107826233
All Subjects,CAP-1,A32p_r,-0.5868963003158569
All Subjects,CAP-2,A32p_r,0.43941041827201843
All Subjects,CAP-3,A32p_r,-0.18618328869342804
All Subjects,CAP-4,A32p_r,0.37297824025154114
All Subjects,CAP-5,A32p_r,-0.23096643388271332
All Subjects,CAP-6,A32p_r,-0.5976521968841553
All Subjects,CAP-7,A32p_r,0.6302689909934998
All Subjects,CAP-1,A23v_l,-0.06944985687732697
All Subjects,CAP-2,A23v_l,0.6184062957763672
All Subjects,CAP-3,A23v_l,-0.5208331346511841
All Subjects,CAP-4,A23v_l,-0.628936231136322
All Subjects,CAP-5,A23v_l,0.6553919315338135
All Subjects,CAP-6,A23v_l,0.22331838309764862
All Subjects,CAP-7,A23v_l,-0.27493053674697876
All Subjects,CAP-1,A23v_r,-0.16843579709529877
All Subjects,CAP-2,A23v_r,0.6859567165374756
All Subjects,CAP-3,A23v_r,-0.5391425490379333
All Subjects,CAP-4,A23v_r,-0.5960599184036255
All Subjects,CAP-5,A23v_r,0.6533650755882263
All Subjects,CAP-6,A23v_r,0.1913403421640396
All Subjects,CAP-7,A23v_r,-0.24276074767112732
All Subjects,CAP-1,A24cd_l,-0.16819803416728973
All Subjects,CAP-2,A24cd_l,0.27506327629089355
All Subjects,CAP-3,A24cd_l,-0.32212594151496887
All Subjects,CAP-4,A24cd_l,0.9944796562194824
All Subjects,CAP-5,A24cd_l,-0.8005533218383789
All Subjects,CAP-6,A24cd_l,-0.4571135342121124
All Subjects,CAP-7,A24cd_l,0.465139240026474
All Subjects,CAP-1,A24cd_r,-0.19009444117546082
All Subjects,CAP-2,A24cd_r,0.28809377551078796
All Subjects,CAP-3,A24cd_r,-0.31265464425086975
All Subjects,CAP-4,A24cd_r,1.0332188606262207
All Subjects,CAP-5,A24cd_r,-0.8281599879264832
All Subjects,CAP-6,A24cd_r,-0.3874610960483551
All Subjects,CAP-7,A24cd_r,0.3954025208950043
All Subjects,CAP-1,A23c_l,-0.19022025167942047
All Subjects,CAP-2,A23c_l,0.42972344160079956
All Subjects,CAP-3,A23c_l,-0.4275165796279907
All Subjects,CAP-4,A23c_l,0.4609806537628174
All Subjects,CAP-5,A23c_l,-0.320993572473526
All Subjects,CAP-6,A23c_l,-0.4592655897140503
All Subjects,CAP-7,A23c_l,0.45249679684638977
All Subjects,CAP-1,A23c_r,-0.4367396831512451
All Subjects,CAP-2,A23c_r,0.5219048857688904
All Subjects,CAP-3,A23c_r,-0.3724629878997803
All Subjects,CAP-4,A23c_r,0.5201595425605774
All Subjects,CAP-5,A23c_r,-0.3320727050304413
All Subjects,CAP-6,A23c_r,-0.43834176659584045
All Subjects,CAP-7,A23c_r,0.4503013491630554
All Subjects,CAP-1,A32sg_l,-0.17060215771198273
All Subjects,CAP-2,A32sg_l,0.540940523147583
All Subjects,CAP-3,A32sg_l,-0.4730856120586395
All Subjects,CAP-4,A32sg_l,-0.6445162296295166
All Subjects,CAP-5,A32sg_l,0.6773017644882202
All Subjects,CAP-6,A32sg_l,-0.6026725769042969
All Subjects,CAP-7,A32sg_l,0.49508601427078247
All Subjects,CAP-1,A32sg_r,-0.3655311167240143
All Subjects,CAP-2,A32sg_r,0.5194773077964783
All Subjects,CAP-3,A32sg_r,-0.3471872806549072
All Subjects,CAP-4,A32sg_r,-0.5744943022727966
All Subjects,CAP-5,A32sg_r,0.6297054290771484
All Subjects,CAP-6,A32sg_r,-0.6720376014709473
All Subjects,CAP-7,A32sg_r,0.5897279977798462
All Subjects,CAP-1,cLinG_l,0.22824536263942719
All Subjects,CAP-2,cLinG_l,0.157472163438797
All Subjects,CAP-3,cLinG_l,-0.22243936359882355
All Subjects,CAP-4,cLinG_l,-0.004402383230626583
All Subjects,CAP-5,cLinG_l,-0.07740860432386398
All Subjects,CAP-6,cLinG_l,0.8843303918838501
All Subjects,CAP-7,cLinG_l,-0.7277074456214905
All Subjects,CAP-1,cLinG_r,0.1005948856472969
All Subjects,CAP-2,cLinG_r,0.1782079041004181
All Subjects,CAP-3,cLinG_r,-0.15309540927410126
All Subjects,CAP-4,cLinG_r,-0.08937608450651169
All Subjects,CAP-5,cLinG_r,0.013849884271621704
All Subjects,CAP-6,cLinG_r,0.9230697154998779
All Subjects,CAP-7,cLinG_r,-0.7586480975151062
All Subjects,CAP-1,rCunG_l,0.34873539209365845
All Subjects,CAP-2,rCunG_l,0.21782144904136658
All Subjects,CAP-3,rCunG_l,-0.3586713969707489
All Subjects,CAP-4,rCunG_l,0.1384737193584442
All Subjects,CAP-5,rCunG_l,-0.2352859377861023
All Subjects,CAP-6,rCunG_l,0.812014102935791
All Subjects,CAP-7,rCunG_l,-0.6579155921936035
All Subjects,CAP-1,rCunG_r,0.3068400025367737
All Subjects,CAP-2,rCunG_r,0.25463080406188965
All Subjects,CAP-3,rCunG_r,-0.37564581632614136
All Subjects,CAP-4,rCunG_r,0.07718543708324432
All Subjects,CAP-5,rCunG_r,-0.16827134788036346
All Subjects,CAP-6,rCunG_r,0.8249918222427368
All Subjects,CAP-7,rCunG_r,-0.6619313359260559
All Subjects,CAP-1,cCunG_l,0.21681109070777893
All Subjects,CAP-2,cCunG_l,0.1671646237373352
All Subjects,CAP-3,cCunG_l,-0.2252388298511505
All Subjects,CAP-4,cCunG_l,-0.012319196946918964
All Subjects,CAP-5,cCunG_l,-0.06965728849172592
All Subjects,CAP-6,cCunG_l,0.8841503262519836
All Subjects,CAP-7,cCunG_l,-0.724704921245575
All Subjects,CAP-1,cCunG_r,0.26274120807647705
All Subjects,CAP-2,cCunG_r,0.1987316608428955
All Subjects,CAP-3,cCunG_r,-0.29511675238609314
All Subjects,CAP-4,cCunG_r,0.04356994479894638
All Subjects,CAP-5,cCunG_r,-0.1356339305639267
All Subjects,CAP-6,cCunG_r,0.8972915410995483
All Subjects,CAP-7,cCunG_r,-0.7126173973083496
All Subjects,CAP-1,rLinG_l,0.46044954657554626
All Subjects,CAP-2,rLinG_l,0.20959806442260742
All Subjects,CAP-3,rLinG_l,-0.43019944429397583
All Subjects,CAP-4,rLinG_l,0.215676948428154
All Subjects,CAP-5,rLinG_l,-0.31564679741859436
All Subjects,CAP-6,rLinG_l,0.7512123584747314
All Subjects,CAP-7,rLinG_l,-0.6103274822235107
All Subjects,CAP-1,rLinG_r,0.4734600782394409
All Subjects,CAP-2,rLinG_r,0.20340685546398163
All Subjects,CAP-3,rLinG_r,-0.4318561255931854
All Subjects,CAP-4,rLinG_r,0.21022479236125946
All Subjects,CAP-5,rLinG_r,-0.31232064962387085
All Subjects,CAP-6,rLinG_r,0.7540889978408813
All Subjects,CAP-7,rLinG_r,-0.6140944361686707
All Subjects,CAP-1,vmPOS_l,0.3481079339981079
All Subjects,CAP-2,vmPOS_l,0.3116127848625183
All Subjects,CAP-3,vmPOS_l,-0.4509829580783844
All Subjects,CAP-4,vmPOS_l,0.12656937539577484
All Subjects,CAP-5,vmPOS_l,-0.19701345264911652
All Subjects,CAP-6,vmPOS_l,0.6572231650352478
All Subjects,CAP-7,vmPOS_l,-0.5632339119911194
All Subjects,CAP-1,vmPOS_r,0.30593037605285645
All Subjects,CAP-2,vmPOS_r,0.3673049211502075
All Subjects,CAP-3,vmPOS_r,-0.4843437373638153
All Subjects,CAP-4,vmPOS_r,0.07271680235862732
All Subjects,CAP-5,vmPOS_r,-0.13550220429897308
All Subjects,CAP-6,vmPOS_r,0.6708265542984009
All Subjects,CAP-7,vmPOS_r,-0.5706583857536316
All Subjects,CAP-1,mOccG_l,0.447092741727829
All Subjects,CAP-2,mOccG_l,0.0996176153421402
All Subjects,CAP-3,mOccG_l,-0.31571611762046814
All Subjects,CAP-4,mOccG_l,0.2049713432788849
All Subjects,CAP-5,mOccG_l,-0.31100985407829285
All Subjects,CAP-6,mOccG_l,0.9563724398612976
All Subjects,CAP-7,mOccG_l,-0.7667192220687866
All Subjects,CAP-1,mOccG_r,0.48234376311302185
All Subjects,CAP-2,mOccG_r,0.07837750017642975
All Subjects,CAP-3,mOccG_r,-0.3208844065666199
All Subjects,CAP-4,mOccG_r,0.16309776902198792
All Subjects,CAP-5,mOccG_r,-0.2832828462123871
All Subjects,CAP-6,mOccG_r,0.9420121312141418
All Subjects,CAP-7,mOccG_r,-0.7460311651229858
All Subjects,CAP-1,V5/MT/plus_l,0.4998414218425751
All Subjects,CAP-2,V5/MT/plus_l,0.09401268512010574
All Subjects,CAP-3,V5/MT/plus_l,-0.35239243507385254
All Subjects,CAP-4,V5/MT/plus_l,0.24776053428649902
All Subjects,CAP-5,V5/MT/plus_l,-0.30683356523513794
All Subjects,CAP-6,V5/MT/plus_l,0.6759812235832214
All Subjects,CAP-7,V5/MT/plus_l,-0.5989078879356384
All Subjects,CAP-1,V5/MT/plus_r,0.5225664377212524
All Subjects,CAP-2,V5/MT/plus_r,0.07510354369878769
All Subjects,CAP-3,V5/MT/plus_r,-0.3434949815273285
All Subjects,CAP-4,V5/MT/plus_r,0.21878419816493988
All Subjects,CAP-5,V5/MT/plus_r,-0.29522302746772766
All Subjects,CAP-6,V5/MT/plus_r,0.6922979950904846
All Subjects,CAP-7,V5/MT/plus_r,-0.6048030853271484
All Subjects,CAP-1,OPC_l,0.285998672246933
All Subjects,CAP-2,OPC_l,0.12609539926052094
All Subjects,CAP-3,OPC_l,-0.22022680938243866
All Subjects,CAP-4,OPC_l,-0.002315487479791045
All Subjects,CAP-5,OPC_l,-0.08411266654729843
All Subjects,CAP-6,OPC_l,0.7498993873596191
All Subjects,CAP-7,OPC_l,-0.6388742923736572
All Subjects,CAP-1,OPC_r,0.2832702100276947
All Subjects,CAP-2,OPC_r,0.12418033927679062
All Subjects,CAP-3,OPC_r,-0.20974469184875488
All Subjects,CAP-4,OPC_r,-0.03219271078705788
All Subjects,CAP-5,OPC_r,-0.06285454332828522
All Subjects,CAP-6,OPC_r,0.7547225952148438
All Subjects,CAP-7,OPC_r,-0.6430851817131042
All Subjects,CAP-1,iOccG_l,0.2929653227329254
All Subjects,CAP-2,iOccG_l,0.1361013501882553
All Subjects,CAP-3,iOccG_l,-0.22577866911888123
All Subjects,CAP-4,iOccG_l,0.04186197742819786
All Subjects,CAP-5,iOccG_l,-0.1231064572930336
All Subjects,CAP-6,iOccG_l,0.7737658023834229
All Subjects,CAP-7,iOccG_l,-0.6709866523742676
All Subjects,CAP-1,iOccG_r,0.2758372128009796
All Subjects,CAP-2,iOccG_r,0.12370216846466064
All Subjects,CAP-3,iOccG_r,-0.20087479054927826
All Subjects,CAP-4,iOccG_r,0.010748641565442085
All Subjects,CAP-5,iOccG_r,-0.09697963297367096
All Subjects,CAP-6,iOccG_r,0.8135531544685364
All Subjects,CAP-7,iOccG_r,-0.6989443302154541
All Subjects,CAP-1,msOccG_l,0.35758236050605774
All Subjects,CAP-2,msOccG_l,0.200368732213974
All Subjects,CAP-3,msOccG_l,-0.3555601239204407
All Subjects,CAP-4,msOccG_l,0.2086201310157776
All Subjects,CAP-5,msOccG_l,-0.29316428303718567
All Subjects,CAP-6,msOccG_l,0.9405417442321777
All Subjects,CAP-7,msOccG_l,-0.7596181631088257
All Subjects,CAP-1,msOccG_r,0.3589029908180237
All Subjects,CAP-2,msOccG_r,0.19396577775478363
All Subjects,CAP-3,msOccG_r,-0.3557907044887543
All Subjects,CAP-4,msOccG_r,0.21644937992095947
All Subjects,CAP-5,msOccG_r,-0.29793238639831543
All Subjects,CAP-6,msOccG_r,0.945557713508606
All Subjects,CAP-7,msOccG_r,-0.7602222561836243
All Subjects,CAP-1,lsOccG_l,0.2871934175491333
All Subjects,CAP-2,lsOccG_l,-0.04001368209719658
All Subjects,CAP-3,lsOccG_l,-0.04986800253391266
All Subjects,CAP-4,lsOccG_l,0.19332316517829895
All Subjects,CAP-5,lsOccG_l,-0.3052915334701538
All Subjects,CAP-6,lsOccG_l,1.028178334236145
All Subjects,CAP-7,lsOccG_l,-0.8265798687934875
All Subjects,CAP-1,lsOccG_r,0.23231692612171173
All Subjects,CAP-2,lsOccG_r,-0.060299620032310486
All Subjects,CAP-3,lsOccG_r,0.008190885186195374
All Subjects,CAP-4,lsOccG_r,0.19474497437477112
All Subjects,CAP-5,lsOccG_r,-0.3027949035167694
All Subjects,CAP-6,lsOccG_r,1.0346039533615112
All Subjects,CAP-7,lsOccG_r,-0.8305989503860474
All Subjects,CAP-1,mAmyg_l,0.323320597410202
All Subjects,CAP-2,mAmyg_l,0.018826693296432495
All Subjects,CAP-3,mAmyg_l,-0.2664368152618408
All Subjects,CAP-4,mAmyg_l,-0.028136923909187317
All Subjects,CAP-5,mAmyg_l,0.027653638273477554
All Subjects,CAP-6,mAmyg_l,-0.24210096895694733
