ARI_Score
9.453859599229479382e-01
9.650515497448087787e-01
9.328690094211725681e-01
9.468422532540230474e-01
9.695134282456323582e-01
9.648513110096721412e-01
9.735021893900349665e-01
9.612789479049409502e-01
9.679887629028949281e-01
9.717287716161866484e-01
9.389860936192023777e-01
9.593042352863405675e-01
9.358186060120925465e-01
9.605148602987925166e-01
9.525858993782320150e-01
9.340797865304426573e-01
8.920682394267622772e-01
9.668472135667427469e-01
9.385275056648462177e-01
9.198209164653226022e-01
8.750607546880401211e-01
9.495789677677372032e-01
9.125858717106681839e-01
9.570176612556559048e-01
9.722808504937401342e-01
9.443345553581861118e-01
9.437005994525069497e-01
9.617089553041126004e-01
9.496113353037081151e-01
9.531142791130963188e-01
9.217101490190435786e-01
9.494058461039397434e-01
9.434140116824291100e-01
9.786692868503807929e-01
9.628474097253303388e-01
9.735267361197853520e-01
9.670857640488542684e-01
9.550324790119880669e-01
9.492315220466475134e-01
9.662777605426086103e-01
9.554222861645388365e-01
9.605973479031435502e-01
9.547729975210134112e-01
9.323551196560498910e-01
9.409848897999749662e-01
9.608232676756827129e-01
9.696501921352351783e-01
9.356583928848373199e-01
9.469724880148598922e-01
8.931258663937001741e-01
9.530939281855298484e-01
9.514565832534361833e-01
9.440528978038454921e-01
9.640641393671682824e-01
9.604546928384072313e-01
9.686524456187551868e-01
9.697091556070601692e-01
9.433425376447993616e-01
9.670020018439503540e-01
9.246410131484189554e-01
9.505353992891459880e-01
9.565144022649118005e-01
9.679014634888020163e-01
9.591534408366614306e-01
9.573627056345870301e-01
9.533599525305900269e-01
9.425406931783026909e-01
9.435792640343675375e-01
9.640565641521972040e-01
9.201552390627797395e-01
9.606100730405652266e-01
9.545083056065154503e-01
9.369629057475500344e-01
9.702639872074156902e-01
9.619904630075136742e-01
9.728905848497360065e-01
9.380910769228101298e-01
9.575630266239143484e-01
9.169597782028845456e-01
9.664926224762414586e-01
9.585858320358277007e-01
9.669131513563921088e-01
9.449660236240987610e-01
9.652783820734008868e-01
9.110443627139930278e-01
9.136043749232320987e-01
9.526939451425223693e-01
9.638285004404487655e-01
9.371759569073913054e-01
9.728585066679920068e-01
9.631421988705914927e-01
9.805472175941886137e-01
9.546923492009317114e-01
9.470985308441361994e-01
9.434552787608047053e-01
9.368694218927843265e-01
9.338628137290511111e-01
9.343201163900626272e-01
8.942667670315030959e-01
9.614607541589844653e-01
9.408260741414283812e-01
9.516326779843109485e-01
9.139480176677949874e-01
9.346512036908951604e-01
9.437809067416781383e-01
9.547380632770536835e-01
9.498511075201931941e-01
9.601730430116086623e-01
9.481892119951793596e-01
9.596810577822185717e-01
9.773824174054348557e-01
9.396232824269697970e-01
9.589647315785041481e-01
9.331705649241900380e-01
9.448644103161843999e-01
9.542076991810924946e-01
9.248443085241532247e-01
9.496728369529205960e-01
