Feature,feature_base,Gender_Cohort,N_subcohort,beta_interaction,p_interaction,beta_off_on_nonres,p_off_on_nonres,beta_off_on_res,p_off_on_res,beta_group_on,p_group_on,beta_group_off,p_group_off,Metric_Group,p_interaction_FDR,p_off_on_nonres_FDR,p_off_on_res_FDR,p_group_on_FDR,p_group_off_FDR
transition_probability_2.7,transition_probability_2.7,Gender_1,234,0.004999865272899128,0.6106037051518636,-0.011735532239567505,0.11132037295249719,-0.006735666966668377,0.3009926791512474,0.001279875072410194,0.8629370070833131,0.006279740345309322,0.39508849850869554,transition_probability,0.9639577362162925,0.49588166133385114,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_2.7,transition_probability_2.7,Gender_2,202,0.006121497927727437,0.5205047701117416,-0.01958298108067757,0.013148675914010033,-0.013461483152950135,0.011427570161205658,-0.01029641698826604,0.19629664367519384,-0.004174919060538603,0.5973324312197159,transition_probability,0.9146402367862766,0.1981772463584354,0.06999386723738465,0.8867130828716255,0.8605812733238792
transition_probability_3.1,transition_probability_3.1,Gender_1,234,-0.012206231407353529,0.1705794605382045,0.005942575698959431,0.37412714460193897,-0.006263655708394098,0.2889331712206451,0.007414628983993105,0.2627798948901665,-0.004791602423360424,0.4675174176928507,transition_probability,0.8849845048814684,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_3.1,transition_probability_3.1,Gender_2,202,-0.0020339486911850136,0.8480402782372769,-0.0015223452029001707,0.8625372015858248,-0.0035562938940851842,0.5494886446605174,-0.001972091196200734,0.8004010520498928,-0.004006039887385748,0.6047364243707924,transition_probability,0.96652567290182,0.9392071750601203,0.6555055968494828,0.9763551412311444,0.8605812733238792
transition_probability_3.2,transition_probability_3.2,Gender_1,234,0.0011543107128529164,0.8409393805882825,-0.002638540158068894,0.5411395384667688,-0.0014842294452159775,0.6969966109394454,0.00011427309723183635,0.9777214873022666,0.0012685838100847527,0.7556730310347297,transition_probability,0.9639577362162925,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8936167655242496
transition_probability_3.2,transition_probability_3.2,Gender_2,202,-0.014629103985993524,0.04029036942921425,0.009897295295800784,0.09396042090980417,-0.00473180869019274,0.23593911632676212,0.00820277772860246,0.12639192074852357,-0.006426326257391065,0.2275497133744091,transition_probability,0.5816300320130623,0.4185509658709458,0.4221990184401747,0.8867130828716255,0.7674386137169169
transition_probability_3.3,transition_probability_3.3,Gender_1,234,0.003387051601002321,0.8746156399663498,-0.012410442755154846,0.44118277882518075,-0.009023391154152524,0.5258629100285277,0.005781387862859434,0.7049929720475605,0.009168439463861755,0.5467610467158242,transition_probability,0.9639577362162925,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_3.3,transition_probability_3.3,Gender_2,202,-0.017055973280626975,0.4139338461840306,0.019140308514245162,0.268773562347159,0.002084335233618187,0.858128248046907,0.013355033500041191,0.44497884050189396,-0.003700939780585784,0.8309732702130641,transition_probability,0.9024237268339428,0.5764642720318747,0.9140931337890965,0.8867130828716255,0.9254020509190941
transition_probability_3.4,transition_probability_3.4,Gender_1,234,-0.008554036313291628,0.30206921523279096,0.013812604627863552,0.026418340053728118,0.005258568314571924,0.33870335624648673,0.007400903292914805,0.22944512490517677,-0.0011531330203768233,0.8508846445853331,transition_probability,0.8849845048814684,0.25889973252653553,0.8747856872437774,0.9957643145230644,0.8954876644785035
transition_probability_3.4,transition_probability_3.4,Gender_2,202,-0.013706393616157834,0.18799503536016093,0.017440269682991134,0.043157557109155364,0.0037338760668333,0.5216196266324669,0.010070831589315177,0.19410827166593547,-0.0036355620268426567,0.6365823885945234,transition_probability,0.7676463943873238,0.350857560564381,0.6555055968494828,0.8867130828716255,0.8605812733238792
transition_probability_3.5,transition_probability_3.5,Gender_1,234,0.006462411408021125,0.46486302588008643,-0.004577469998197508,0.49039797372818583,0.001884941409823617,0.7478961661431494,-0.009566064716668333,0.15205284024215748,-0.003103653308647208,0.6408136457742504,transition_probability,0.961627085039437,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_3.5,transition_probability_3.5,Gender_2,202,0.028721446193563645,0.020584201823392042,-0.01104592304653275,0.28234984752581616,0.017675523147030893,0.010901124925324357,-0.014589657308973223,0.11474731818704154,0.014131788884590423,0.12369268110373266,transition_probability,0.5816300320130623,0.5764642720318747,0.06999386723738465,0.8867130828716255,0.7674386137169169
transition_probability_3.6,transition_probability_3.6,Gender_1,234,-0.0011150552575632563,0.8951583436615014,-0.0007383502765830256,0.9074541178585851,-0.001853405534146282,0.7412092878222838,-0.0025123826024781603,0.6944845701572098,-0.0036274378600414164,0.5691091283630534,transition_probability,0.9639577362162925,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_3.6,transition_probability_3.6,Gender_2,202,0.004876503757838434,0.6906467094100456,-0.015220977349841533,0.1336721945661019,-0.0103444735920031,0.13159891772083787,-0.007247597926121532,0.4194234568074633,-0.0023710941682830973,0.7901238866898512,transition_probability,0.9146402367862766,0.4678526809813567,0.34480203116089136,0.8867130828716255,0.9254020509190941
transition_probability_3.7,transition_probability_3.7,Gender_1,234,0.010850696469300945,0.3520936872235524,0.0005990499380602194,0.9454384774543967,0.011449746407361164,0.13852906622258332,-0.008600642079256588,0.3073969025486436,0.0022500543900443575,0.7886601140402563,transition_probability,0.8849845048814684,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8954876644785035
transition_probability_3.7,transition_probability_3.7,Gender_2,202,0.013040076668378779,0.2518133693972173,-0.017920470650885815,0.05728286703091934,-0.004880393982507036,0.4435182204796315,-0.0071273161794258915,0.4022504110906473,0.005912760488952887,0.4837848412174197,transition_probability,0.9024237268339428,0.350857560564381,0.6137739644084695,0.8867130828716255,0.8451437464881099
transition_probability_4.1,transition_probability_4.1,Gender_1,234,0.0010019808064520655,0.9125278360063851,0.0009981161047938366,0.8841054299427802,0.0020000969112459023,0.7407432463323427,0.0009225259882570788,0.8869549009646456,0.0019245067947091443,0.765957227592214,transition_probability,0.9639577362162925,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8936167655242496
transition_probability_4.1,transition_probability_4.1,Gender_2,202,-0.0041397745202646444,0.6894124848186691,-0.003978654114717137,0.6428748084102158,-0.008118428634981781,0.16143212111861338,0.0006736914678735661,0.9302265617741063,-0.0034660830523910785,0.6498266757751741,transition_probability,0.9146402367862766,0.8751697491342323,0.35955336067327526,0.9897477032262825,0.8605812733238792
transition_probability_4.2,transition_probability_4.2,Gender_1,234,-0.009842949167872995,0.26834660090179185,0.0029918385220074305,0.6540110416367813,-0.006851110645865565,0.24520697238280476,-0.0028942205177761573,0.6571364636674155,-0.012737169685649152,0.04988086905744815,transition_probability,0.8849845048814684,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.6586851693515992
transition_probability_4.2,transition_probability_4.2,Gender_2,202,-0.010368217148689794,0.30177623967951817,0.003781695421888003,0.6493211618369996,-0.00658652172680179,0.24125658196581412,0.003905311463136131,0.6002378400915622,-0.006462905685553663,0.38218395619952483,transition_probability,0.9024237268339428,0.8751697491342323,0.4221990184401747,0.8867130828716255,0.7674386137169169
transition_probability_4.3,transition_probability_4.3,Gender_1,234,-0.008540534048867442,0.2649627799600194,0.006121878107272285,0.2870447524154316,-0.0024186559415951573,0.6343675378032916,0.0013454210786301509,0.8266433707767038,-0.007195112970237292,0.23954469902173514,transition_probability,0.8849845048814684,0.827364286373891,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_4.3,transition_probability_4.3,Gender_2,202,0.0005141614013854863,0.9646039067923862,0.009309481258632233,0.3319483901152438,0.00982364266001772,0.13003480390020483,0.0035224633571865334,0.6716597266538247,0.004036624758572019,0.6245628112764172,transition_probability,0.96652567290182,0.6024248561350721,0.34480203116089136,0.9052983531245652,0.8605812733238792
transition_probability_4.4,transition_probability_4.4,Gender_1,234,0.003578302544458258,0.8456148529846704,0.00011684876862139241,0.9932419490099309,0.0036951513130796506,0.7615908351392779,0.002566536762599488,0.8443789039395124,0.0061448393070577464,0.6371096696358514,transition_probability,0.9639577362162925,0.9932419490099309,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_4.4,transition_probability_4.4,Gender_2,202,0.0065950678933969316,0.772736273771067,0.0189612325147715,0.3160406076165443,0.025556300408168434,0.04571507613026271,-0.010281219909987187,0.5301764974652936,-0.003686152016590256,0.8206484911269856,transition_probability,0.9550655042040253,0.5956149912773334,0.18666989419857274,0.8867130828716255,0.9254020509190941
transition_probability_4.5,transition_probability_4.5,Gender_1,234,3.500623395181172e-05,0.9715905594135263,-0.000496880649312115,0.5006766659224215,-0.0004618744153603033,0.47857784702767603,0.00042424060811039954,0.5608278774111928,0.00045924684206221126,0.527317681037724,transition_probability,0.9850740071795372,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_4.5,transition_probability_4.5,Gender_2,202,-0.0006914837861837342,0.5471108558451847,0.0002833752557247522,0.765742177019864,-0.00040810853045898204,0.5257940034081405,0.0014695839732180695,0.07439792963733627,0.0007781001870343353,0.34130637752740656,transition_probability,0.9146402367862766,0.8933658731898414,0.6555055968494828,0.8867130828716255,0.7674386137169169
transition_probability_4.6,transition_probability_4.6,Gender_1,234,0.007351755854564885,0.3851190117869959,-0.007691853463810243,0.22608173089250405,-0.0003400976092453583,0.9516788852868938,-0.0031232131276168647,0.6153251477269743,0.00422854272694802,0.4946248033213281,transition_probability,0.8986110275029905,0.7385336542488465,0.9921758591288894,0.9957643145230644,0.8486450984577911
transition_probability_4.6,transition_probability_4.6,Gender_2,202,0.005012697105203455,0.6780705362152127,-0.013270949561610693,0.18451258811557114,-0.008258252456407237,0.22207612335092808,-0.004321475116377812,0.6178177024445302,0.0006912219888256434,0.93591970528759,transition_probability,0.9146402367862766,0.5022842676479436,0.4221990184401747,0.8867130828716255,0.9554180324810815
transition_probability_4.7,transition_probability_4.7,Gender_1,234,0.006453438226617013,0.47100102124380583,-0.00202118716795637,0.7636098894742478,0.004432251058660643,0.4550500790051424,0.0007017452896960258,0.9122715824397636,0.007155183516313039,0.2595006575406187,transition_probability,0.961627085039437,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_4.7,transition_probability_4.7,Gender_2,202,0.002879262166069532,0.7796453095543063,-0.014892737959119455,0.08074486970452033,-0.012013475793049923,0.036839711718846146,0.0052059041380759985,0.5181091998856715,0.00808516630414553,0.3115958838903672,transition_probability,0.9550655042040253,0.4185509658709458,0.164104170383951,0.8867130828716255,0.7674386137169169
transition_probability_5.1,transition_probability_5.1,Gender_1,234,0.0014399972827458607,0.8450099532454577,-0.001481749057169133,0.7886950132857835,-4.175177442327228e-05,0.993184916624174,-0.005328266305357584,0.35682817925396937,-0.003888269022611723,0.49956491988492946,transition_probability,0.9639577362162925,0.9921543398406043,0.993184916624174,0.9957643145230644,0.8486450984577911
transition_probability_5.1,transition_probability_5.1,Gender_2,202,-0.004396300781215165,0.626269083758705,-0.003176828205494017,0.6710423429046315,-0.0075731289867091815,0.13369874677667215,0.003546428765017778,0.6128089957108434,-0.000849872016197387,0.9027146474620411,transition_probability,0.9146402367862766,0.8751697491342323,0.34480203116089136,0.8867130828716255,0.9554180324810815
transition_probability_5.2,transition_probability_5.2,Gender_1,234,-0.023899003415601028,0.019303459620812237,0.011703713970529123,0.12694874188118654,-0.012195289445071904,0.07163807845110859,0.00804707704668851,0.26818308005846814,-0.015851926368912517,0.028571037643098762,transition_probability,0.8849845048814684,0.5183740293481784,0.8747856872437774,0.9957643145230644,0.6586851693515992
transition_probability_5.2,transition_probability_5.2,Gender_2,202,-0.017487187857287464,0.11840109394104081,0.0181741949697081,0.050040883186091456,0.0006870071124206352,0.9127800791800333,0.0057654955211605,0.4728753588445973,-0.011721692336126965,0.14151321714642928,transition_probability,0.7595305118000569,0.350857560564381,0.9347998098840803,0.8867130828716255,0.7674386137169169
transition_probability_5.3,transition_probability_5.3,Gender_1,234,-0.0001816820606051541,0.9850740071795372,-0.005816511431619999,0.42496622625906255,-0.005998193492225154,0.35135047282922316,-0.001076353970465245,0.8762023945425401,-0.001258036031070399,0.8549875743372861,transition_probability,0.9850740071795372,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8954876644785035
transition_probability_5.3,transition_probability_5.3,Gender_2,202,-0.007395474683348305,0.524099729436777,0.0005895894590665791,0.9511012234004783,-0.006805885224281726,0.2951990978698804,-0.002762197302790485,0.740090403167379,-0.01015767198613879,0.21905883147671457,transition_probability,0.9146402367862766,0.9849659560246623,0.49878468260772896,0.9298571732102966,0.7674386137169169
transition_probability_5.4,transition_probability_5.4,Gender_1,234,0.0002091942473543389,0.8385431289917277,-0.0004752863740092871,0.5374419788524385,-0.0002660921266549482,0.6957966591006679,-0.000556113120889394,0.45299539391314525,-0.0003469188735350551,0.6384122364325415,transition_probability,0.9639577362162925,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_5.4,transition_probability_5.4,Gender_2,202,0.000165100160692382,0.8930549064782031,-0.0005640401756639921,0.5791851182281276,-0.0003989400149716101,0.5618619401566995,-0.0009209402952592718,0.3000790886329847,-0.0007558401345668898,0.39155031312087596,transition_probability,0.96652567290182,0.8751697491342323,0.6555055968494828,0.8867130828716255,0.7674386137169169
transition_probability_5.5,transition_probability_5.5,Gender_1,234,0.008134952183435351,0.6473204461321921,0.005000327201010268,0.7079485686643376,0.01313527938444562,0.2652237484767772,0.011180728082120292,0.39260619437847,0.01931568026555564,0.138161343981974,transition_probability,0.9639577362162925,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.7522117616796361
transition_probability_5.5,transition_probability_5.5,Gender_2,202,0.01727197975194478,0.3999114361230348,-0.0009008815774942146,0.9577341800812569,0.016371098174450566,0.15388784245426246,0.00020097664498249564,0.9897477032262825,0.017472956396927277,0.26021914890871845,transition_probability,0.9024237268339428,0.9849659560246623,0.35955336067327526,0.9897477032262825,0.7674386137169169
transition_probability_5.6,transition_probability_5.6,Gender_1,234,0.004679748404101225,0.444579836817082,-0.0015967255882124996,0.7282343778212585,0.003083022815888725,0.44739702862551267,-0.0024894252291979874,0.5743239866422982,0.0021903231749032374,0.6198206815594685,transition_probability,0.961627085039437,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_5.6,transition_probability_5.6,Gender_2,202,0.009541373865932217,0.18187631744280952,-0.01423920699467551,0.01617773439660697,-0.004697833128743292,0.24013286688560664,-0.004412694777683992,0.4123742945252542,0.005128679088248225,0.33691619245334237,transition_probability,0.7676463943873238,0.1981772463584354,0.4221990184401747,0.8867130828716255,0.7674386137169169
transition_probability_5.7,transition_probability_5.7,Gender_1,234,0.009597515428786427,0.21685969140746175,-0.007343543148729252,0.20802156103084202,0.0022539722800571753,0.6622988127310929,-0.009747967230514357,0.12859205073340596,-0.00015045180172792993,0.9812079425066826,transition_probability,0.8849845048814684,0.7280754636079471,0.8747856872437774,0.9957643145230644,0.9812079425066826
transition_probability_5.7,transition_probability_5.7,Gender_2,202,0.0023016910547935436,0.8262621168958684,0.00011601987691926523,0.9893435827460215,0.002417710931712809,0.6803714972053854,-0.0014181068966779044,0.8572810086263551,0.0008835841581156393,0.9100985738337226,transition_probability,0.96652567290182,0.9893435827460215,0.7417659578263763,0.9769016144811954,0.9554180324810815
transition_probability_6.1,transition_probability_6.1,Gender_1,234,0.006214556522008369,0.6120806889235458,-0.0005576982770080594,0.9516582443369062,0.00565685824500031,0.4863118626136247,-0.001933556771254839,0.8305764455176947,0.00428099975075353,0.6343800222450464,transition_probability,0.9639577362162925,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_6.1,transition_probability_6.1,Gender_2,202,0.011342517387997594,0.4037020376313186,-0.004154143912909522,0.711942920227707,0.007188373475088072,0.34459777281101434,0.011882213478276673,0.2305427939582816,0.023224730866274267,0.01822042779400701,transition_probability,0.9024237268339428,0.8901829024501584,0.5619960778059964,0.8867130828716255,0.7674386137169169
transition_probability_6.2,transition_probability_6.2,Gender_1,234,-0.021119711878856584,0.08039301029435388,0.02394520101258304,0.008274822050791997,0.0028254891337264575,0.7241348970336687,0.004909259465951757,0.5678439296631741,-0.01621045241290483,0.05831761703509941,transition_probability,0.8849845048814684,0.17826358514120724,0.8747856872437774,0.9957643145230644,0.6586851693515992
transition_probability_6.2,transition_probability_6.2,Gender_2,202,-0.02583482299627401,0.05935000326663901,0.012436972677440506,0.27303008931345785,-0.013397850318833506,0.08083757862807817,0.0077137147981690335,0.4324606216553164,-0.018121108198104977,0.063224548914798,transition_probability,0.5816300320130623,0.5764642720318747,0.2829315251982736,0.8867130828716255,0.7674386137169169
transition_probability_6.3,transition_probability_6.3,Gender_1,234,-0.011796562398855856,0.3514340757739016,0.011114522138458656,0.24219350063771405,-0.0006820402603972004,0.9352220614046907,0.005053679014336524,0.5804466438396423,-0.006742883384519332,0.45912688345138286,transition_probability,0.8849845048814684,0.7417175957029993,0.9921758591288894,0.9957643145230644,0.8486450984577911
transition_probability_6.3,transition_probability_6.3,Gender_2,202,-0.006523232310688036,0.6737489374402057,0.01435084253250806,0.2634135128514419,0.007827610221820023,0.3670178467304466,0.006570680530210485,0.5543563004374612,4.7448219522448244e-05,0.9965678330633068,transition_probability,0.9146402367862766,0.5764642720318747,0.5619960778059964,0.8867130828716255,0.9965678330633068
transition_probability_6.4,transition_probability_6.4,Gender_1,234,-0.013461414811717237,0.30675648633291897,0.019044709618557438,0.05408523027950585,0.005583294806840201,0.5224057611357098,0.0034853446639290728,0.7100932191378844,-0.009976070147788164,0.2855369189107595,transition_probability,0.8849845048814684,0.41136841158078985,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_6.4,transition_probability_6.4,Gender_2,202,0.026783788395396527,0.027699347294713607,-0.00422130259706018,0.6753159800434432,0.02256248579833635,0.0009215119899099733,-0.01118177448352208,0.21914983327920057,0.015602013911874447,0.08402646375346468,transition_probability,0.5816300320130623,0.8751697491342323,0.02257704375279435,0.8867130828716255,0.7674386137169169
transition_probability_6.5,transition_probability_6.5,Gender_1,234,0.001910603901897673,0.8664128582163169,0.001247290669637436,0.8836960415585775,0.003157894571535109,0.6748356248177965,-0.0058633564235027556,0.4680903249776249,-0.003952752521605082,0.6234383119685591,transition_probability,0.9639577362162925,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_6.5,transition_probability_6.5,Gender_2,202,0.011371494824255673,0.2609243133494339,-0.001807515611052395,0.8293695846686824,0.009563979213203278,0.0903512230514385,-0.0033440114353734656,0.7019286568727119,0.008027483388882208,0.35424061753400604,transition_probability,0.9024237268339428,0.9303435952599987,0.2951473286346991,0.9052983531245652,0.7674386137169169
transition_probability_6.6,transition_probability_6.6,Gender_1,234,0.03997443810795508,0.1094704350172977,-0.05497933125310449,0.0033629549269591497,-0.015004893145149405,0.3646691127046413,-0.00590367518104511,0.7407490502213205,0.03407076292690997,0.05529004495277978,transition_probability,0.8849845048814684,0.16478479142099833,0.8747856872437774,0.9957643145230644,0.6586851693515992
transition_probability_6.6,transition_probability_6.6,Gender_2,202,-0.01933780144057241,0.46042026879282794,-0.013953906583359866,0.5202791167893583,-0.033291708023932276,0.023130128912138836,-0.010754428329732718,0.5917024263647468,-0.03009222977030513,0.13038680333380603,transition_probability,0.9024237268339428,0.8497892240892853,0.11599941090207345,0.8867130828716255,0.7674386137169169
transition_probability_6.7,transition_probability_6.7,Gender_1,234,-0.0017101618150063063,0.3612181652577422,0.00019126245351451128,0.8917968825109663,-0.001518899361491795,0.2212379997560996,0.00023421921103659591,0.8637767315780855,-0.0014759426039697105,0.27778605946018065,transition_probability,0.8849845048814684,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_6.7,transition_probability_6.7,Gender_2,202,0.0025842111236962645,0.05428136519585908,-0.0030276678695460415,0.006506096716578202,-0.00044345674584977696,0.5548022170728482,-0.001225757012699003,0.24417200548186635,0.0013584541109972616,0.19320405856153822,transition_probability,0.5816300320130623,0.15939936955616596,0.6555055968494828,0.8867130828716255,0.7674386137169169
transition_probability_7.1,transition_probability_7.1,Gender_1,234,0.01583181299922481,0.1170413278395037,-0.013475003613603091,0.07555746335157365,0.00235680938562172,0.7248640868284384,-0.006037018129858517,0.4105707915818533,0.009794794869366293,0.18017722729245977,transition_probability,0.8849845048814684,0.41136841158078985,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_7.1,transition_probability_7.1,Gender_2,202,0.015123844272769596,0.13669520328509638,-0.009991468551906442,0.23526798695682682,0.005132375720863154,0.36689955899552107,-0.006544604927427739,0.38938452236578547,0.008579239345341858,0.25554630502861264,transition_probability,0.7595305118000569,0.5764642720318747,0.5619960778059964,0.8867130828716255,0.7674386137169169
transition_probability_7.2,transition_probability_7.2,Gender_1,234,-0.0031778599123527015,0.7757460653579765,-0.005154311024259393,0.5382397275164503,-0.008332170936612095,0.25973224935238637,-0.006932254919819593,0.38241852790553743,-0.010110114832172295,0.20104164381918888,transition_probability,0.9639577362162925,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_7.2,transition_probability_7.2,Gender_2,202,0.0008913392887621284,0.9414498203353425,0.008786180347549116,0.3819891851749859,0.009677519636311244,0.15451376476565426,0.005825762576052129,0.5039163768042283,0.006717101864814257,0.4375995857214219,transition_probability,0.96652567290182,0.6684810740562254,0.35955336067327526,0.8867130828716255,0.794162211124062
transition_probability_7.3,transition_probability_7.3,Gender_1,234,-0.0027046298076969875,0.805956420323415,0.0054536041541575165,0.5093009002054711,0.002748974346460529,0.7067460737178644,-0.003663664379531183,0.6715296065063479,-0.0063682941872281705,0.4592017612611585,transition_probability,0.9639577362162925,0.9469941923168453,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_7.3,transition_probability_7.3,Gender_2,202,-0.014846604154364038,0.1734131806638869,0.010250250864260705,0.25675450277637424,-0.004596353290103333,0.4509359738511205,0.0016875436590064428,0.8462197142225594,-0.013159060495357595,0.12734075161768899,transition_probability,0.7676463943873238,0.5764642720318747,0.6137739644084695,0.9769016144811954,0.7674386137169169
transition_probability_7.4,transition_probability_7.4,Gender_1,234,-0.0059529419136784235,0.5249672215700003,0.016406755593943615,0.019583666176995917,0.01045381368026519,0.09244080425450152,0.003557274862876818,0.6222975515182685,-0.0023956670508016053,0.739061656084377,transition_probability,0.9639577362162925,0.23989991066820002,0.8747856872437774,0.9957643145230644,0.8936167655242496
transition_probability_7.4,transition_probability_7.4,Gender_2,202,-0.003881461287772653,0.6857378914495945,0.01222429185350856,0.12407634356056363,0.008342830565735909,0.1198555113918609,0.006939760348727272,0.361023714617823,0.0030582990609546194,0.6849206700520263,transition_probability,0.9146402367862766,0.4676723718821244,0.34480203116089136,0.8867130828716255,0.8831871798039287
transition_probability_7.5,transition_probability_7.5,Gender_1,234,-0.002142479780618723,0.8427227730811812,0.0019025858685852257,0.8144071008789988,-0.00023989391203349726,0.97328894798659,0.0006575292380573743,0.9375286044711764,-0.0014849505425613488,0.8589371475610135,transition_probability,0.9639577362162925,0.9921543398406043,0.993184916624174,0.9957643145230644,0.8954876644785035
transition_probability_7.5,transition_probability_7.5,Gender_2,202,0.009909042726331712,0.43593165668955236,0.00826893455559229,0.4326746177869265,0.018177977281924003,0.010610280498882796,0.0002361181238153319,0.9810370601105554,0.010145160850147043,0.30330686188825196,transition_probability,0.9024237268339428,0.7310709059158413,0.06999386723738465,0.9897477032262825,0.7674386137169169
transition_probability_7.6,transition_probability_7.6,Gender_1,234,0.00025566096087991985,0.7646028935279544,-0.0003272762604902262,0.6094236818868826,-7.161529961030637e-05,0.8996979006169674,-0.00038703478668792717,0.5881120581121495,-0.00013137382580800732,0.853327590090251,transition_probability,0.9639577362162925,0.9921543398406043,0.9921758591288894,0.9957643145230644,0.8954876644785035
transition_probability_7.6,transition_probability_7.6,Gender_2,202,0.0014976428809641772,0.3718684604160586,-0.0022351597238362843,0.10763936219210746,-0.0007375168428721071,0.4320806788974998,-0.0011934897290310094,0.33856429942634847,0.0003041531519331678,0.8058587385949747,transition_probability,0.9024237268339428,0.43952739561777215,0.6137739644084695,0.8867130828716255,0.9254020509190941
transition_probability_7.7,transition_probability_7.7,Gender_1,234,-0.002113497989128985,0.9246125224931785,-0.004808350093827104,0.7742614009366917,-0.0069218480829560895,0.6403627568292494,0.012811226913658083,0.45059342223056054,0.0106977289245291,0.52704596534747,transition_probability,0.9639577362162925,0.9921543398406043,0.8747856872437774,0.9957643145230644,0.8486450984577911
transition_probability_7.7,transition_probability_7.7,Gender_2,202,-0.008615447853103244,0.7098958409401985,-0.02737947101447501,0.1536946359934297,-0.03599491886757825,0.005445638246750706,-0.007019951111375316,0.7020681105863975,-0.01563539896447856,0.3904299659288979,transition_probability,0.9153920054228876,0.4782877748217815,0.06670906852269615,0.9052983531245652,0.7674386137169169
