Group,Analysis_Type,Imaging_Feature,Clinical_Target,N,Spearman_r,p_value,Metric_Group,p_FDR,Significant_FDR
Non-responder,Longitudinal,Delta_transition_probability_7.7,Delta_UPDRS,93,-0.09281244366210468,0.3869936069299265,transition_probability,0.7368361622908551,No
Non-responder,Longitudinal,Delta_transition_probability_2.6,Delta_UPDRS,93,0.09204001425530997,0.3909742901951476,transition_probability,0.7368361622908551,No
Non-responder,Longitudinal,Delta_transition_probability_4.2,Delta_UPDRS,93,0.08236861643736185,0.4428530887843088,transition_probability,0.8036963463122642,No
Non-responder,Longitudinal,Delta_transition_probability_1.6,Delta_UPDRS,93,-0.06824388295242254,0.5251338690122318,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_7.2,Delta_UPDRS,93,0.06303309228340435,0.5573174321256963,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_1.3,Delta_UPDRS,93,0.0601742520947054,0.5753664361087734,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_4.5,Delta_UPDRS,93,0.059663734799100525,0.5786178699357767,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_7.1,Delta_UPDRS,93,-0.058784240195254994,0.584239093979293,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_1.7,Delta_UPDRS,93,0.05660772150360464,0.5982563984342189,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_7.4,Delta_UPDRS,93,-0.05598840031339185,0.6022722141051423,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_6.6,Delta_UPDRS,93,-0.05463340060123701,0.6110996644897881,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_6.2,Delta_UPDRS,93,-0.05429133466317731,0.6133370062621083,transition_probability,0.8348198140789806,No
Non-responder,Longitudinal,Delta_transition_probability_3.5,Delta_UPDRS,93,-0.041463975127355016,0.6996399438919417,transition_probability,0.879000946227514,No
Non-responder,Longitudinal,Delta_transition_probability_6.5,Delta_UPDRS,93,0.039910474831549914,0.7103842669425666,transition_probability,0.879000946227514,No
Non-responder,Longitudinal,Delta_transition_probability_7.5,Delta_UPDRS,93,-0.03986569183337958,0.7106948476814903,transition_probability,0.879000946227514,No
Non-responder,Longitudinal,Delta_transition_probability_6.4,Delta_UPDRS,93,-0.03887869735766808,0.717551792838787,transition_probability,0.879000946227514,No
Non-responder,Longitudinal,Delta_transition_probability_5.1,Delta_UPDRS,93,-0.03409114483465234,0.7511215205995813,transition_probability,0.8872227341389715,No
Non-responder,Longitudinal,Delta_transition_probability_1.2,Delta_UPDRS,93,0.03276912276078305,0.7604766292619755,transition_probability,0.8872227341389715,No
Non-responder,Longitudinal,Delta_transition_probability_2.7,Delta_UPDRS,93,0.02377888142548315,0.8249448606042764,transition_probability,0.932722788770219,No
Non-responder,Longitudinal,Delta_transition_probability_6.7,Delta_UPDRS,93,-0.020738399581526543,0.8470367839667675,transition_probability,0.932722788770219,No
Non-responder,Longitudinal,Delta_transition_probability_3.2,Delta_UPDRS,93,-0.01709628863551489,0.8736549795820082,transition_probability,0.932722788770219,No
Non-responder,Longitudinal,Delta_transition_probability_4.1,Delta_UPDRS,93,-0.01682859850078803,0.8756173119067362,transition_probability,0.932722788770219,No
Non-responder,Longitudinal,Delta_transition_probability_5.5,Delta_UPDRS,93,0.010814303170634329,0.9198817961546486,transition_probability,0.9426054363153178,No
Non-responder,Longitudinal,Delta_transition_probability_5.4,Delta_UPDRS,93,0.010342196157555432,0.9233685906762297,transition_probability,0.9426054363153178,No
Non-responder,Longitudinal,Delta_transition_probability_5.6,Delta_UPDRS,93,-0.0034410924434272166,0.9744685644406981,transition_probability,0.9744685644406981,No
Responder,Longitudinal,Delta_counts_CAP-3,Delta_UPDRS,142,0.05370077965980433,0.531606967733158,counts,0.960360597745749,No
Responder,Longitudinal,Delta_counts_CAP-5,Delta_UPDRS,142,0.049302878465428364,0.5657926037077866,counts,0.960360597745749,No
Responder,Longitudinal,Delta_counts_CAP-7,Delta_UPDRS,142,-0.029812365050154353,0.7285104681467709,counts,0.960360597745749,No
Responder,Longitudinal,Delta_counts_CAP-6,Delta_UPDRS,142,-0.02651847771717381,0.7575175627176283,counts,0.960360597745749,No
Responder,Longitudinal,Delta_counts_CAP-1,Delta_UPDRS,142,0.019972441191785754,0.8161402644696351,counts,0.960360597745749,No
Responder,Longitudinal,Delta_counts_CAP-4,Delta_UPDRS,142,-0.019196268259283077,0.8231662266392133,counts,0.960360597745749,No
Responder,Longitudinal,Delta_counts_CAP-2,Delta_UPDRS,142,0.0010848111742751945,0.9899247942599565,counts,0.9899247942599565,No
Responder,Longitudinal,Delta_persistence_CAP-7,Delta_UPDRS,142,-0.10399425035860589,0.22480961408950348,persistence,0.8581659999708188,No
Responder,Longitudinal,Delta_persistence_CAP-6,Delta_UPDRS,142,-0.08352266699530853,0.33008258050435485,persistence,0.8581659999708188,No
Responder,Longitudinal,Delta_persistence_CAP-4,Delta_UPDRS,142,-0.07725470704645766,0.3677854285589223,persistence,0.8581659999708188,No
Responder,Longitudinal,Delta_persistence_CAP-3,Delta_UPDRS,142,0.040581425867465354,0.636511201799857,persistence,0.9410427388258895,No
Responder,Longitudinal,Delta_persistence_CAP-2,Delta_UPDRS,142,0.011224631188783642,0.8960408868932543,persistence,0.9410427388258895,No
Responder,Longitudinal,Delta_persistence_CAP-1,Delta_UPDRS,142,0.009276345400096156,0.9140087835289861,persistence,0.9410427388258895,No
Responder,Longitudinal,Delta_persistence_CAP-5,Delta_UPDRS,142,0.006353565531258183,0.9410427388258895,persistence,0.9410427388258895,No
Responder,Longitudinal,Delta_temporal_fraction_CAP-3,Delta_UPDRS,142,0.10191660794412072,0.23425912557900264,temporal,0.8479636326781945,No
Responder,Longitudinal,Delta_temporal_fraction_CAP-6,Delta_UPDRS,142,-0.10019968691975469,0.24227532362234128,temporal,0.8479636326781945,No
Responder,Longitudinal,Delta_temporal_fraction_CAP-7,Delta_UPDRS,142,-0.07518107875112767,0.38082049463055306,temporal,0.8885811541379572,No
Responder,Longitudinal,Delta_temporal_fraction_CAP-4,Delta_UPDRS,142,-0.04296956674503099,0.6167808430624845,temporal,0.9156292205057333,No
Responder,Longitudinal,Delta_temporal_fraction_CAP-2,Delta_UPDRS,142,0.025636019515864576,0.7653484280878259,temporal,0.9156292205057333,No
Responder,Longitudinal,Delta_temporal_fraction_CAP-5,Delta_UPDRS,142,0.014341095713352221,0.8674126023568345,temporal,0.9156292205057333,No
Responder,Longitudinal,Delta_temporal_fraction_CAP-1,Delta_UPDRS,142,-0.009100885500983497,0.9156292205057333,temporal,0.9156292205057333,No
Responder,Longitudinal,Delta_transition_frequency,Delta_UPDRS,142,0.01924355439506754,0.8227377825313512,transition_frequency,0.8227377825313512,No
Responder,Longitudinal,Delta_transition_probability_6.7,Delta_UPDRS,142,0.1819777217142405,0.03266479042614453,transition_probability,0.7646265378933155,No
Responder,Longitudinal,Delta_transition_probability_5.6,Delta_UPDRS,142,-0.18048340895079676,0.034146026054303766,transition_probability,0.7646265378933155,No
Responder,Longitudinal,Delta_transition_probability_6.3,Delta_UPDRS,142,0.16157722139465955,0.058318291065201054,transition_probability,0.7646265378933155,No
Responder,Longitudinal,Delta_transition_probability_7.6,Delta_UPDRS,142,0.1506946420459414,0.0776901837289202,transition_probability,0.7646265378933155,No
Responder,Longitudinal,Delta_transition_probability_6.2,Delta_UPDRS,142,-0.14848842010283347,0.08218850688758036,transition_probability,0.7646265378933155,No
Responder,Longitudinal,Delta_transition_probability_5.4,Delta_UPDRS,142,0.14328452737954195,0.09362773933387536,transition_probability,0.7646265378933155,No
Responder,Longitudinal,Delta_transition_probability_1.7,Delta_UPDRS,142,-0.11736480541957475,0.1703979030179385,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_6.1,Delta_UPDRS,142,0.10801465888780827,0.20729580272920398,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_7.7,Delta_UPDRS,142,-0.09171430957717353,0.2846841863884188,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_2.7,Delta_UPDRS,142,0.08327808100044919,0.33150570460220324,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_5.1,Delta_UPDRS,142,-0.08098392989804462,0.345044751250817,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_4.4,Delta_UPDRS,142,-0.07959378608641286,0.3534160017047609,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_5.2,Delta_UPDRS,142,0.07913155302900836,0.35622740013251675,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_3.1,Delta_UPDRS,142,-0.07872403007902239,0.35871757078342015,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_6.6,Delta_UPDRS,142,-0.07495846378954918,0.38223636114256526,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_2.5,Delta_UPDRS,142,-0.07354527381914998,0.3912987120380749,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_7.5,Delta_UPDRS,142,0.07298256536436626,0.394942798708079,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_2.1,Delta_UPDRS,142,0.06397392431276064,0.455998702374466,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_1.5,Delta_UPDRS,142,0.06206133030604781,0.4696051946050259,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_1.3,Delta_UPDRS,142,0.05900284621424532,0.4918174119763094,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_1.6,Delta_UPDRS,142,0.05681719004873298,0.5080258550022335,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_4.1,Delta_UPDRS,142,0.05486743729797984,0.5227153279966613,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_3.6,Delta_UPDRS,142,0.05416289239094818,0.528075944555718,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_7.1,Delta_UPDRS,142,0.05100002178900055,0.5524774199079919,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_2.3,Delta_UPDRS,142,0.050475004118714195,0.5565802349307006,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_2.6,Delta_UPDRS,142,-0.04920306284497385,0.5665804419323851,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_5.3,Delta_UPDRS,142,0.042604296314754056,0.6197814340226595,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_3.7,Delta_UPDRS,142,-0.039004593656716276,0.6496810144782637,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_1.4,Delta_UPDRS,142,0.03668180898307529,0.6692788704583151,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_4.7,Delta_UPDRS,142,-0.03618506001871243,0.6734997000651477,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_1.2,Delta_UPDRS,142,0.029137682142591187,0.7344222648448027,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_7.3,Delta_UPDRS,142,-0.028296522409060162,0.741814608529772,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_6.4,Delta_UPDRS,142,0.027202622461273113,0.7514633610824415,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_7.2,Delta_UPDRS,142,0.02714243154189287,0.7519954081108106,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_4.5,Delta_UPDRS,142,-0.026119180009300476,0.7610579048339702,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_3.4,Delta_UPDRS,142,-0.025495925394911082,0.7665938199063141,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_4.2,Delta_UPDRS,142,0.018997311006433946,0.824969482537572,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_3.3,Delta_UPDRS,142,0.018435992393034294,0.8300619094157068,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_3.5,Delta_UPDRS,142,-0.0167766229337412,0.8451566864258457,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_1.1,Delta_UPDRS,142,-0.011846449142726739,0.8903168652238365,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_4.6,Delta_UPDRS,142,0.010083150026831675,0.9065622954994692,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_4.3,Delta_UPDRS,142,-0.008380570808018848,0.9222851552344855,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_3.2,Delta_UPDRS,142,0.007272502068386308,0.9325344152383348,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_5.5,Delta_UPDRS,142,-0.0071458455116333785,0.9337066821696415,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_6.5,Delta_UPDRS,142,0.006188579549927068,0.9425710572054997,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_2.2,Delta_UPDRS,142,0.0061510950342709364,0.9429183177216373,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_7.4,Delta_UPDRS,142,0.0055285058269391495,0.9486875695309567,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_2.4,Delta_UPDRS,142,0.003151192922812305,0.9707389521415098,transition_probability,0.9791696492276609,No
Responder,Longitudinal,Delta_transition_probability_5.7,Delta_UPDRS,142,0.002243025403523635,0.9791696492276609,transition_probability,0.9791696492276609,No
