Feature,feature_base,N_subjects,N_rows,N_responder_rows,beta_off_on,p_off_on,beta_responder_vs_non_on,p_responder_vs_non_on,beta_responder_vs_non_off,p_responder_vs_non_off,beta_off_on_responder,p_off_on_responder,beta_interaction,p_interaction,converged,lmm_spec,p_interaction_FDR,Metric_Group,p_off_on_FDR,p_responder_vs_non_on_FDR,p_responder_vs_non_off_FDR,p_off_on_responder_FDR,interaction_significant_FDR
counts_CAP-2,counts_CAP-2,218,436,270,2.111156466125827,0.002537909161146601,0.9363934093123458,0.1707538936069768,-1.4878440018689367,0.029498978676570475,-0.3130809450554555,0.5674430635464462,-2.4242374111812826,0.006251235472245487,True,Condition_encoded+Responder_encoded+Interaction+Gender_centered+Age_centered+Years_of_Education_centered+Mean_FD_centered,0.043758648305718406,counts,0.017765364128026206,0.7495215293765896,0.20649285073599333,0.662016907470854,Yes
